-DOCSTART- -X- -X- O
1.6 CD I-NP O
. . O O

An DT B-NP O
example NN I-NP O
is VBZ B-VP O
a DT B-NP O
vector NN I-NP O
denoting VBG B-VP O
the DT B-NP O
truth NN I-NP O
( : I-NP O
presence NN I-NP O
, , O O
l NN B-NP O
) : I-NP O
or CC I-NP O
falsehood NN I-NP O
( : I-NP O
absence NN I-NP O
,0 -NONE- I-NP O
) . I-NP O
of IN B-PP O
propositional JJ B-NP O
variables NNS I-NP O
. . O O

The DT B-NP O
domain-dependent JJ I-NP B-TERM
knowledge NN I-NP I-TERM
used VBN B-VP O
in IN B-PP O
this DT B-NP O
module NN I-NP O
consists VBZ B-VP O
of IN B-PP O
a DT B-NP B-DEF
unification-based JJ I-NP I-DEF
lexicon NN I-NP I-DEF
and CC I-NP I-DEF
phrase NN I-NP I-DEF
structure NN I-NP I-DEF
rules NNS I-NP I-DEF
. . O O

The DT B-NP O
model NN I-NP O
consists VBZ B-VP O
of IN B-PP O
three CD B-NP O
layers NNS I-NP O
of IN B-PP O
nodes NNS B-NP O
: : O O
A DT B-NP O
layer NN I-NP O
of IN B-PP O
concept NN B-NP O
nodes NNS I-NP O
with IN B-PP O
labelled JJ B-NP O
concept NN I-NP O
links NNS I-NP O
, , O O
a DT B-NP O
layer NN I-NP O
of IN B-PP O
lemma NN B-NP O
nodes NNS I-NP O
, , O O
and CC O O
a DT B-NP O
layer NN I-NP O
of IN B-PP O
word NN O O
form NN O O
nodes VBZ O O
that IN O O
include NN B-VP O
morpho94 NNP O O
logical JJ O O
information NN O O
. . O O

Continuous JJ B-NP B-TERM
Speech NN I-NP I-TERM
Recognition NNP I-NP I-TERM
( NNP I-NP O
CSR NNP I-NP B-TERM
) NNP I-NP O
9 CD I-NP O
for IN B-PP O
audio NN B-NP O
indexing VBG I-NP O
, , O O
followed VBN B-VP O
by IN B-PP O
text NN B-NP O
retrieval NN I-NP O
techniques NNS I-NP O
. . O O

Thusfor NNP B-NP O
a DT I-NP O
given VBN I-NP O
path NN I-NP O
, , O O
higher JJR B-NP O
its PRP$ I-NP O
path NN I-NP O
utility NN I-NP O
, , O O
greater JJR B-NP O
is VBZ B-VP O
the DT B-NP O
difficulty NN I-NP O
to TO B-VP O
understand VB I-VP O
the DT B-NP O
concepts NNS I-NP O
it PRP I-NP O
contains VBZ B-VP O
and CC O O
thus RB O O
higher JJR O O
is VBZ B-PP O
the DT B-NP O
level NN I-NP O
of IN B-PP O
expertise NN B-NP O
required VBN B-VP O
. . O O

Low NNP B-NP B-TERM
frequency NN I-NP I-TERM
denotes VBZ B-VP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
occurrences NNS B-NP I-DEF
less JJR I-NP I-DEF
than IN I-NP I-DEF
100 CD I-NP I-DEF
, , I-NP O
middle JJ I-NP B-TERM
frequency NN I-NP I-TERM
denotes NNS B-VP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
occurrences NNS B-NP I-DEF
between IN B-PP I-DEF
100 CD B-NP I-DEF
and CC I-NP I-DEF
1000 CD I-NP I-DEF
, , O O
and CC O O
high JJ B-NP B-TERM
frequency NN I-NP I-TERM
denotes NNS B-VP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
occurrences NNS O I-DEF
more RBR O I-DEF
than IN B-PP I-DEF
1000 CD O I-DEF
. . O O

An DT B-NP O
ontology NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
knowledge NN B-NP I-DEF
concepts NNS I-NP I-DEF
about IN B-PP I-DEF
the DT B-NP I-DEF
world NN I-NP I-DEF
. . O O

Sentence NN B-NP O
patterns NNS I-NP O
or CC O O
pattern NN B-NP O
ruels NNS I-NP O
specify VBP B-VP O
the DT B-NP O
sub-structures NNS I-NP O
of IN B-PP O
the DT B-NP O
sentences NNS I-NP O
. . O O

The DT B-NP O
final JJ I-NP O
classification NN I-NP O
is VBZ B-VP O
the DT B-NP O
one CD I-NP O
attained VBN B-VP O
when WRB O O
all DT B-NP O
rules NNS I-NP O
have VBP B-VP O
been VBN I-VP O
applied VBN I-VP O
. . O O

A DT B-NP O
sense NN I-NP B-TERM
tag NN I-NP I-TERM
Ctag NNP I-NP I-TERM
is VBZ B-VP O
in IN B-PP B-DEF
terms NNS B-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
vector NN I-NP I-DEF
( : I-NP I-DEF
wl NN I-NP I-DEF
, , O I-DEF
w2 NNP B-NP I-DEF
, , O I-DEF
... : O I-DEF
, , O I-DEF
wn NN B-NP I-DEF
) : I-NP I-DEF
, , O O
where WRB O O
n NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
vocabulary JJ I-NP I-DEF
size NN I-NP I-DEF
and CC I-NP O
wi NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
weight NN I-NP I-DEF
of IN B-PP I-DEF
word NN B-NP I-DEF
cw NN I-NP I-DEF
. . O O

Bayesian JJ B-NP O
, , O O
decision NN B-NP O
tree NN I-NP O
and CC O O
neural JJ B-NP O
network NN I-NP O
classifiers NNS I-NP O
) : B-VP O
to TO I-VP O
discover VB I-VP O
language NN B-NP O
model NN I-NP O
errors NNS I-NP O
. . O O

Defined NNP B-NP O
as IN B-PP O
`` `` O O
an DT B-NP B-DEF
optimized JJ I-NP I-DEF
body NN I-NP I-DEF
of IN B-PP I-DEF
coordinated VBN B-NP I-DEF
on-line JJ I-NP I-DEF
methods NNS I-NP I-DEF
and CC I-NP I-DEF
resources NNS I-NP I-DEF
that WDT B-PP I-DEF
enable JJ B-NP I-DEF
and CC O I-DEF
maintain VB B-VP I-DEF
a DT B-NP I-DEF
person NN I-NP I-DEF
's POS I-NP I-DEF
or CC O I-DEF
an DT B-NP I-DEF
organization NN I-NP I-DEF
's POS I-NP I-DEF
performance NN I-NP I-DEF
, , O I-DEF
`` `` O O
EPSS NNP B-NP B-TERM
interventions NNS I-NP O
range VBP B-VP O
from IN B-PP O
simple JJ O O
help NN O O
systems NNS O O
to TO B-PP O
intelligent VB O O
wizard-types NNS O O
of IN B-PP O
support NN O O
. . O O

Moreover RB O O
, , O O
there EX B-NP O
is VBZ B-VP O
a DT B-NP O
pronoun NN I-NP O
, , O O
lo NN B-NP O
( : B-VP O
him PRP B-NP O
) VBP O O
that IN B-NP O
functions NNS B-VP O
as IN B-PP O
complement NN B-NP O
of IN B-PP O
the DT B-NP O
verb NN I-NP O
vi NN I-NP O
( : I-NP O
saw NN B-VP O
) : B-NP O
. . O O

Section NN B-NP O
4 CD I-NP O
describes NNS B-VP O
and CC I-VP O
discusses NNS I-VP O
the DT B-NP O
results NNS I-NP O
obtained VBD B-VP O
, , O O
while IN O O
in IN B-PP O
the DT B-NP O
conclusions NNS I-NP O
we PRP I-NP O
propose VBP B-VP O
some DT B-NP O
directions NNS I-NP O
for IN B-PP O
future JJ B-NP O
work NN I-NP O
. . O O

Also RB O O
, , O O
the DT B-NP O
tools NNS I-NP O
presented VBD B-VP O
here RB I-VP O
tend VBP I-VP O
to TO I-VP O
reduce VB I-VP O
the DT B-NP O
growth NN I-NP O
in IN B-PP O
code NN B-NP O
size NN I-NP O
with IN B-PP O
complexity NN B-NP O
( : O O
as IN O O
measured VBN B-VP O
by IN B-PP O
the DT B-NP O
number NN I-NP O
of IN B-PP O
possible JJ B-NP O
constraints NNS I-NP O
) : I-NP O
. . O O

Models NNS B-NP O
using VBG B-VP O
a DT B-NP O
lexicon NN I-NP O
alone NN O O
are VBP B-VP O
generally RB I-VP O
held VBN I-VP O
to TO I-VP O
be VB I-VP O
incapable JJ O O
of IN B-PP O
explaining NN B-VP O
these DT B-NP O
data NNS I-NP O
. . O O

Wrong JJ B-NP O
Index NN I-NP O
: : O O
The DT B-NP O
robustness NN I-NP O
preprocessor NN I-NP O
tests NNS B-VP O
whether IN O O
the DT B-NP O
index NN I-NP O
points NNS I-NP O
to TO B-PP O
the DT B-NP O
root NN I-NP O
of IN B-PP O
the DT B-NP O
graph NN I-NP O
or CC O O
one CD B-NP O
of IN B-PP O
the DT B-NP O
subgraphs NNS I-NP O
. . O O

Regarding VBG B-VP O
unambignity NN B-NP O
, , O O
the DT B-NP O
scheme NN I-NP O
is VBZ B-VP O
an DT B-NP O
improvement NN I-NP O
but CC O O
has VBZ B-VP O
one CD B-NP O
failing VBG I-NP O
: : O O
repetition NN B-NP O
of IN B-PP O
a DT B-NP O
letter NN I-NP O
represents VBZ B-VP O
either DT B-NP O
extended JJ I-NP O
duration NN I-NP O
or CC O O
the DT B-NP O
presence NN I-NP O
of IN B-PP O
multiple NN B-NP O
syllables NNS I-NP O
. . O O

The DT B-NP O
problem NN I-NP O
is VBZ B-VP O
the DT B-NP O
meaning NN I-NP O
. . O O

The DT B-NP O
novelty NN I-NP O
of IN B-PP O
this DT B-NP O
method NN I-NP O
consists VBZ B-VP O
of IN B-PP O
the DT B-NP O
fact NN I-NP O
that IN O O
the DT B-NP O
disambiguation NN I-NP O
process NN I-NP O
is VBZ B-VP O
done VBN I-VP O
in IN B-PP O
an DT B-NP O
iterative JJ I-NP O
manner NN I-NP O
. . O O

The DT B-NP O
document NN I-NP O
entitled VBD B-VP O
J.~ZJ~ll/kJl~ JJ O O
! . O O
~3-~qF0~ JJ B-NP O
~1~I~~ NN I-NP O
( : I-NP O
Reorganization NNP I-NP O
of IN B-PP O
Legend NNP B-NP O
Corporation NNP I-NP O
to TO B-VP O
welcome VB I-VP O
the DT B-NP O
joining NN I-NP O
of IN B-PP O
WTO NNP B-NP O
) NNP I-NP O
receives VBZ B-VP O
the DT B-NP O
relevance NN I-NP O
rate NN I-NP O
of IN B-PP O
100 CD B-NP O
% NN I-NP O
in IN B-PP O
both DT B-NP O
searches NNS I-NP O
. . O O

( NN B-NP O
15 CD I-NP O
) CD B-PP O
this DT B-NP O
, , O O
however RB O O
, , O O
is VBZ B-VP O
a DT B-NP O
political JJ I-NP O
science NN I-NP O
course NN I-NP O
. . O O

) NN B-NP O
Chi NNP I-NP O
~ NNP I-NP O
il NN I-NP O
regista NN I-NP O
di NN I-NP O
`` `` O O
I PRP B-NP O
Mostri NNP O O
'' '' O O
( : O O
Who WP B-NP O
is VBZ B-VP O
the DT B-NP O
director NN I-NP O
of IN B-PP O
`` `` O O
I PRP B-NP O
Mostri NNP I-NP O
' POS I-NP O
) NN I-NP O
Quale NNP I-NP O
attore NN I-NP O
ha NN I-NP O
recitato NN I-NP O
con NN I-NP O
Benigni NNP I-NP O
nel NN I-NP O
film NN I-NP O
`` `` O O
I1 NNP B-NP O
piccolo NN I-NP O
Diavolo NNP I-NP O
'' '' O O
? . O O

3 LS O O
. . B-NP O
1 CD I-NP O
. . O O
3 CD O O
Alignment/Decomposition NN B-NP O
The DT I-NP O
heart NN I-NP O
of IN B-PP O
the DT B-NP O
lexical JJ I-NP O
access NN I-NP O
algorithm NN I-NP O
is VBZ B-VP O
the DT B-NP O
decomposition NN I-NP O
process NN I-NP O
. . O O

embedding VBG B-VP B-TERM
the DT B-NP I-TERM
NP NNP I-NP I-TERM
: : O O
If IN O B-DEF
the DT B-NP I-DEF
category NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
constituent NN I-NP I-DEF
embedding VBG B-VP I-DEF
the DT B-NP I-DEF
NP NNP I-NP I-DEF
is VBZ B-VP I-DEF
associated VBN I-VP I-DEF
with IN B-PP I-DEF
one CD B-NP I-DEF
or CC I-NP I-DEF
more JJR I-NP I-DEF
functional JJ I-NP I-DEF
tags NNS I-NP I-DEF
, , O I-DEF
they PRP B-NP I-DEF
are VBP B-VP I-DEF
used VBN I-VP I-DEF
as IN B-PP I-DEF
features NNS B-NP I-DEF
. . O O

kNN NNP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
lazy NN I-NP I-DEF
learning NN I-NP I-DEF
method NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
sense NN I-NP I-DEF
that IN O I-DEF
it PRP B-NP I-DEF
does VBZ B-VP I-DEF
not RB I-VP I-DEF
carry VB I-VP I-DEF
out RP O I-DEF
any DT B-NP I-DEF
off-line JJ I-NP I-DEF
learning NN I-NP I-DEF
to TO B-VP I-DEF
generate VB I-VP I-DEF
a DT B-NP I-DEF
particular JJ I-NP I-DEF
category NN I-NP I-DEF
knowledge NN I-NP I-DEF
representation NN I-NP I-DEF
. . O O

Word NNP B-NP B-TERM
segmentation NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
natural JJ I-NP I-DEF
by-product NN I-NP I-DEF
of IN B-PP I-DEF
large JJ B-NP I-DEF
vocabulary NN I-NP I-DEF
Mandarin NNP I-NP I-DEF
speech NN I-NP I-DEF
recognition NN I-NP I-DEF
, , O O
and CC O O
white JJ B-NP O
space NN I-NP O
provides VBZ B-VP O
word NN B-NP O
boundaries NNS I-NP O
for IN B-PP O
the DT B-NP O
English NNP I-NP O
queries VBZ I-NP O
. . O O

While IN O O
speed VBN B-NP O
is VBZ B-VP O
one CD B-NP O
factor NN I-NP O
associated VBN B-VP O
with IN B-PP O
the DT B-NP O
construction NN I-NP O
of IN B-PP O
such JJ B-NP O
a DT I-NP O
device NN I-NP O
, , O O
another DT B-NP O
factor NN I-NP O
is VBZ B-VP O
the DT B-NP O
language NN I-NP O
type NN I-NP O
and CC I-NP O
format NN I-NP O
. . O O

'Rec' NN B-NP B-TERM
( `` I-NP I-TERM
Recall NNP I-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
immber NN I-NP I-DEF
of IN B-PP I-DEF
correct NN B-NP I-DEF
events NNS I-NP I-DEF
divided VBD B-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
total JJ I-NP I-DEF
mnnber NN I-NP I-DEF
of IN B-PP I-DEF
events NNS B-NP I-DEF
which WDT I-NP I-DEF
are VBP B-VP I-DEF
selected VBN I-VP I-DEF
by IN B-PP I-DEF
a DT B-NP I-DEF
human JJ I-NP I-DEF
, , I-NP O
and CC I-NP O
'Prec' NNP I-NP B-TERM
( NNP I-NP I-TERM
Precision NNP I-NP I-TERM
) NNP I-NP I-TERM
stands VBZ B-VP O
for IN B-PP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
correctevents NNS B-NP I-DEF
divided VBN B-VP I-DEF
by IN B-PP I-DEF
the DT O I-DEF
number NN O I-DEF
of IN B-PP I-DEF
events NNS O I-DEF
which WDT O I-DEF
are VBP B-VP I-DEF
selected VBN I-VP I-DEF
by IN B-PP I-DEF
our PRP$ O I-DEF
method NN O I-DEF
. . O O

An DT B-NP O
important JJ I-NP O
issue NN I-NP O
for IN B-PP O
future JJ B-NP O
research NN I-NP O
is VBZ B-VP O
the DT B-NP O
relation NN I-NP O
of IN B-PP O
question NN B-NP O
and CC I-NP O
task NN I-NP O
accommodation NN I-NP O
to TO B-VP O
plan NN I-VP O
recognition NN B-NP O
approaches NNS I-NP O
to TO B-PP O
dialogue VB B-NP O
( : I-NP O
Sidner NNP I-NP O
, , O O
1985 CD B-NP O
) : I-NP O
. . O O

NP NNP B-NP O
) : I-NP O
V NNP I-NP O
@ : I-NP O
NP NNP I-NP O
! . O O

Dialog NNP B-NP O
strategies NNS I-NP O
and CC I-NP O
management NN I-NP O
should MD B-VP O
be VB I-VP O
adjusted VBN I-VP O
to TO B-PP O
the DT B-NP O
evolving NN I-NP O
state NN I-NP O
of IN B-PP O
the DT B-NP O
user NN I-NP O
. . O O

X NNP B-NP B-TERM
° : I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
head NN I-NP I-DEF
of IN B-PP I-DEF
X NNP B-NP I-DEF
m NN I-NP I-DEF
and CC O I-DEF
the DT B-NP I-DEF
anchor NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
etree JJ I-NP I-DEF
. . O O

Section NN B-NP O
2 CD I-NP O
describes NNS B-VP O
parse VBP B-NP O
selection NN I-NP O
and CC O O
discusses NNS B-VP O
the DT B-NP O
`` `` I-NP O
compositional JJ I-NP O
'' '' I-NP O
statistical JJ I-NP O
features NNS I-NP O
employed VBN B-VP O
in IN B-PP O
a DT B-NP O
maximum NN I-NP O
entropy NN I-NP O
approach NN I-NP O
to TO B-PP O
the DT B-NP O
task NN I-NP O
. . O O

It PRP B-NP O
would MD B-VP O
also RB I-VP O
facilitate VB I-VP O
the DT B-NP O
systematic JJ I-NP O
corpus-based JJ I-NP O
study NN I-NP O
of IN B-PP O
the DT B-NP O
meanings NNS I-NP O
and CC I-NP O
functions NNS I-NP O
of IN B-PP O
these DT B-NP O
sounds NNS I-NP O
4 CD I-NP O
. . O O

GoDiS NNP B-NP B-TERM
is VBZ B-VP O
a/DERF JJ B-NP O
prototype NN I-NP O
dialogue NN I-NP O
system NN I-NP O
for IN B-PP O
information-seeking JJ B-NP O
dialogue NN I-NP O
, , O O
capable JJ O O
of IN B-PP O
accommodating NN B-VP O
questions NNS B-NP O
and CC I-NP O
tasks NNS I-NP O
to TO B-VP O
enable JJ I-VP O
the DT B-NP O
user NN I-NP O
to TO B-VP O
present VB I-VP O
information NN B-NP O
in IN B-PP O
any DT B-NP O
desired VBN I-NP O
order NN I-NP O
, , O O
without IN B-PP O
explicitly RB B-VP O
naming VBG I-VP O
the DT B-NP O
dialogue NN I-NP O
task NN I-NP O
. . O O

So IN O O
, , O O
at IN B-PP O
the DT B-NP O
beginning NN I-NP O
of IN B-PP O
the DT B-NP O
algorithm NN I-NP O
, , O O
we PRP B-NP O
judge VBP B-VP O
if IN B-PP O
the DT B-NP O
verb NN I-NP O
is VBZ B-VP O
a DT B-NP O
`` `` I-NP O
linking VBG I-NP O
verlS NNS I-NP O
' POS I-NP O
( NN I-NP O
~ : I-NP O
( : I-NP O
be~ JJ I-NP O
' '' I-NP O
, , I-NP O
~ NNP I-NP O
( NNP I-NP O
equal~ NNP I-NP O
' POS I-NP O
, , I-NP O
etc NN I-NP O
) : I-NP O
or CC O O
a DT B-NP O
`` `` I-NP O
possessive JJ I-NP O
verlS NNS I-NP O
' POS I-NP O
( NN I-NP O
'~-q~J NN I-NP O
' '' O O
( : O O
have VBP O O
) : O O
) : O O
. . O O

Such JJ B-NP O
evaluations NNS I-NP O
are VBP B-VP O
costly RB O O
, , O O
and CC O O
they PRP B-NP O
can MD B-VP O
not RB I-VP O
be VB I-VP O
the DT B-NP O
basis NN I-NP O
of IN B-PP O
work NN B-NP O
in IN B-PP O
stochastic JJ B-NP O
generation NN I-NP O
, , O O
for IN B-PP O
which WDT B-NP O
evaluation NN I-NP O
is VBZ B-VP O
a DT B-NP O
frequent NN I-NP O
step NN I-NP O
in IN B-PP O
research NN B-NP O
and CC I-NP O
development NN I-NP O
. . O O

Screen NNP B-NP O
copies NNS I-NP O
of IN B-PP O
the DT B-NP O
IG NNP I-NP O
interface NN I-NP O
during IN B-PP O
an DT B-NP O
authoring VBG I-NP O
process NN I-NP O
of IN B-PP O
a DT B-NP O
VIDAL NNP I-NP O
notice NN I-NP O
are VBP B-VP O
given VBN I-VP O
on IN B-PP O
figures NNS B-NP O
1 CD I-NP O
and CC O O
at IN B-PP O
a DT B-NP O
given VBN I-NP O
stage NN I-NP O
. . O O

Overall JJ B-NP O
accuracy NN I-NP O
: : O O
94.88 CD B-NP O
% NN I-NP O
phrasal NN I-NP O
recognition NN I-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP O
fairly RB I-NP O
easy JJ I-NP O
task NN I-NP O
. . O O

Discourse NNP B-NP O
markers NNS I-NP O
are VBP B-VP O
complex JJ B-NP O
discontinuous JJ I-NP O
linguistic JJ I-NP O
expressions NNS I-NP O
which WDT I-NP O
are VBP B-VP O
used VBN I-VP O
to TO I-VP O
explicitly RB I-VP O
signal JJ I-VP O
the DT B-NP O
discourse NN I-NP O
structure NN I-NP O
of IN B-PP O
a DT B-NP O
text NN I-NP O
. . O O

Since IN B-PP O
the DT B-NP O
set NN I-NP O
{ : I-NP O
B NNP I-NP O
, , O O
C NNP B-NP O
} NNP I-NP O
is VBZ B-VP O
missing VBG I-VP O
from IN B-PP O
this DT B-NP O
list NN I-NP O
, , O O
there EX B-NP O
is VBZ B-VP O
a DT B-NP O
grouping NN I-NP O
in IN B-PP O
figure NN B-NP O
1 CD I-NP O
that WDT I-NP O
is VBZ B-VP O
not RB I-VP O
realized VBN I-VP O
in IN B-PP O
figure NN B-NP O
2b CD I-NP O
, , O O
so RB O O
these DT B-NP O
representations NNS I-NP O
are VBP B-VP O
not RB O O
isomorphic JJ O O
. . O O

Using VBG B-VP O
Co-occurrence NN B-NP O
Statistics NNP I-NP O
as IN B-PP O
an DT B-NP O
Information NNP I-NP O
Source NNP I-NP O
for IN B-PP O
Partial NNP B-NP O
Parsing NNP I-NP O
of IN B-PP O
Chinese JJ B-NP O
Elliott NNP I-NP O
Franeo NNP I-NP O
DRABEK NNP I-NP O
The NNP I-NP O
State NNP I-NP O
Key NNP I-NP O
Laboratory NNP I-NP O
for IN B-PP O
Intelligent NNP B-NP O
Technology NNP I-NP O
and CC I-NP O
Systems NNPS I-NP O
Department NNP I-NP O
of IN B-PP O
Computer NNP B-NP O
Science NNP I-NP O
Tsinghua NNP I-NP O
University NNP I-NP O
, , O O
Beijing NNP B-NP O
100084 CD I-NP O
elliott_drabek NNP I-NP O
@ NNP I-NP O
ACM NNP I-NP O
. . I-NP O
org NN I-NP O
Qiang NNP I-NP O
ZHOU NNP I-NP O
The NNP I-NP O
State NNP I-NP O
Key NNP I-NP O
Laboratory NNP I-NP O
for IN B-PP O
Intelligent NNP O O
Technology NNP O O
and CC O O
Systems NNPS O O
Department NNP O O
of IN B-PP O
Computer NNP O O
Science NNP O O
Tsinghua NNP O O
University NNP O O
, , O O
Beijing NNP O O
100084 CD O O
zhouq NN O O
@ : O O
slOOOe NNP O O
. . O O
cs NNS O O
. . O O
tsinghua NN O O
. . O O
edu NN O O
. . O O
cn NN O O

The DT B-NP O
order NN I-NP O
of IN B-PP O
these DT B-NP O
attributes NNS I-NP O
is VBZ B-VP O
: : O O
CDM NNP B-NP O
, , O O
F1 NNP B-NP O
, , O O
F2 NNP B-NP O
, , O O
B1 NNP B-NP O
, , O O
B2 NNP B-NP O
, , O O
Fcom NNP B-NP O
, , O O
Boom NNP B-NP O
Acorn NNP I-NP O
for IN B-PP O
Null NNP O O
marker NN O O
location NN O O
, , O O
and CC O O
CDM NNP O O
, , O O
F1 NNP O O
, , O O
F2 NNP O O
, , O O
B1 NNP O O
, , O O
B2 NNP O O
, , O O
Fcom NNP O O
, , O O
Bcom NNP O O
, , O O
IsRDM NNP O O
for IN B-PP O
CDM NNP O O
classification NN O O
, , O O
where WRB O O
IsRDM NNP O B-TERM
is VBZ B-VP O
a DT O B-DEF
Boolean JJ O I-DEF
value NN O I-DEF
. . O O

The DT B-NP O
cue NN I-NP O
`` `` O O
however RB O O
'' '' O O
alone RB O O
does VBZ B-VP O
not RB I-VP O
give VB I-VP O
enough RB B-NP O
information NN I-NP O
to TO B-VP O
decide VB I-VP O
whether IN O O
Sentence NNP B-NP O
( NNP B-VP O
3-c CD B-NP O
) CD I-NP O
should MD B-VP O
connect VB I-VP O
to TO B-PP O
( VB B-NP O
3-b CD I-NP O
) CD I-NP O
or CC B-PP O
to TO I-PP O
( CD B-NP O
3-a CD I-NP O
) CD I-NP O
: : O O
further JJ B-NP O
information NN I-NP O
is VBZ B-VP O
needed VBN I-VP O
, , O O
like IN B-PP O
that DT O O
there EX B-NP O
is VBZ B-VP O
a DT B-NP O
referential JJ I-NP O
relation NN I-NP O
between IN B-PP O
the DT O O
old JJ O O
MessagePad NNP O O
120 CD O O
and CC O O
the DT O O
MessagePad NNP O O
family NN O O
. . O O

Natural NNP B-NP B-TERM
language NN I-NP I-TERM
generation NN I-NP I-TERM
involves VBZ B-VP B-DEF
a DT B-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
processes NNS B-NP I-DEF
ranging VBG B-VP I-DEF
from IN B-PP I-DEF
planning VBG B-VP I-DEF
the DT B-NP I-DEF
content NN I-NP I-DEF
to TO B-VP I-DEF
be VB I-VP I-DEF
expressed VBN I-VP I-DEF
through IN B-PP I-DEF
making VBG B-VP I-DEF
encoding NN B-NP I-DEF
decisions NNS I-NP I-DEF
involving VBG B-VP I-DEF
syntax NN B-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
lexicon NN I-NP I-DEF
and CC I-NP I-DEF
morphology NN I-NP I-DEF
. . O O

Considering VBG B-PP O
this DT B-NP O
, , O O
we PRP B-NP O
assumed VBD B-VP O
that IN O O
it PRP B-NP O
is VBZ B-VP O
a DT B-NP O
very RB I-NP O
promising VBG I-NP O
domain NN I-NP O
for IN B-PP O
an DT B-NP O
experimental JJ I-NP O
dialogue NN I-NP O
system NN I-NP O
. . O O

A DT B-NP O
hypotactic JJ I-NP B-TERM
construction/sentence NN I-NP I-TERM
: : O O
a DT B-NP B-DEF
sentence NN I-NP I-DEF
that WDT I-NP I-DEF
has VBZ B-VP I-DEF
a DT B-NP I-DEF
main JJ I-NP I-DEF
clause NN I-NP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
dependent NN I-NP I-DEF
clause NN I-NP I-DEF
, , O I-DEF
connected VBN B-VP I-DEF
by IN B-PP I-DEF
a DT B-NP I-DEF
cue NN I-NP I-DEF
phrase NN I-NP I-DEF
. . O O

The DT B-NP O
third JJ I-NP O
technique NN I-NP O
, , O O
information NN B-NP B-TERM
extraction NN I-NP I-TERM
[ : B-PP O
Radev NNP B-NP O
& CC I-NP O
McKeown NNP I-NP O
98 CD I-NP O
] CD I-NP O
identifies NNS B-VP B-DEF
salient NN B-NP I-DEF
semantic JJ I-NP I-DEF
roles NNS I-NP I-DEF
in IN B-PP I-DEF
text NN B-NP I-DEF
( : I-NP I-DEF
e NN I-NP I-DEF
. . I-NP I-DEF
g NN I-NP I-DEF
. . O I-DEF
, , O I-DEF
the DT B-NP I-DEF
place NN I-NP I-DEF
, , O I-DEF
perpetrator NN B-NP I-DEF
, , O I-DEF
and CC O I-DEF
effect NN B-NP I-DEF
of IN B-PP I-DEF
a DT O I-DEF
terrorist NN O I-DEF
event NN O I-DEF
) : O I-DEF
and CC O I-DEF
converts NNS B-VP I-DEF
them PRP O I-DEF
to TO B-PP I-DEF
semantic JJ O I-DEF
templates NNS O I-DEF
. . O O

Under IN B-PP O
this DT B-NP O
assumption NN I-NP O
, , O O
the DT B-NP O
number NN I-NP O
of IN B-PP O
bits NNS B-NP O
of IN B-PP O
information NN B-NP O
conveyed VBN B-VP O
by IN B-PP O
referring NN B-VP O
to TO B-PP O
one CD B-NP O
entity NN I-NP O
out IN B-PP O
of IN I-PP O
v NN B-NP O
possible JJ I-NP O
entities NNS I-NP O
is VBZ B-VP O
log2v NNP B-NP O
. . O O

Like IN B-PP O
with IN I-PP O
the DT B-NP O
voting NN I-NP O
algorithms NNS I-NP O
, , O O
we PRP B-NP O
have VBP B-VP O
tested VBN I-VP O
these DT B-NP O
meta-classifiers NNS I-NP O
with IN B-PP O
the DT B-NP O
output NN I-NP O
of IN B-PP O
the DT B-NP O
first JJ I-NP O
classification NN I-NP O
stage NN I-NP O
. . O O

In IN B-PP O
this DT B-NP O
case NN I-NP O
, , O O
the DT B-NP O
symbols NNS I-NP O
are VBP B-VP O
the DT B-NP O
POS NNP I-NP O
tags VBZ I-NP O
( : O O
Ci NNP B-NP O
) : I-NP O
that IN I-NP O
belong JJ B-VP O
to TO B-PP O
the DT B-NP O
