-DOCSTART- -X- -X- O
type NN O O
of IN B-PP O
inflection NN O O
required VBN B-VP O
. . O O

LT NNP B-NP O
TTT NNP I-NP O
: : O O
the DT B-NP O
last JJ I-NP O
tool NN I-NP O
tried VBD B-VP O
, , O O
LT NNP B-NP B-TERM
TTT NNP I-NP I-TERM
( NNP I-NP O
Grover NNP I-NP O
et NN I-NP O
al. NNP O O
, , O O
1999 CD B-NP O
) : I-NP O
, , O O
is VBZ B-VP O
a DT B-NP B-DEF
text NN I-NP I-DEF
tokenisation NN I-NP I-DEF
system NN I-NP I-DEF
and CC I-NP I-DEF
toolset NN I-NP I-DEF
. . O O

For IN B-PP O
CLIR NNP B-NP O
we PRP I-NP O
extend VBP B-VP O
the DT B-NP O
query NN I-NP O
generation NN I-NP O
process NN I-NP O
so RB B-PP O
that IN I-PP O
a DT B-NP O
document NN I-NP O
Dy NNP I-NP O
written NN B-VP O
in IN B-PP O
language NN B-NP O
y NN I-NP O
can MD B-VP O
generate VB I-VP O
a DT B-NP O
query NN I-NP O
Qx NNP I-NP O
in IN B-PP O
language NN B-NP O
x NN I-NP O
. . O O

Bunt NNP B-NP O
( : I-NP O
1989 CD I-NP O
) CD I-NP O
makes NNS B-VP O
a DT B-NP O
distinction NN I-NP O
between IN B-PP O
factual JJ B-NP O
information NN I-NP O
acts NNS I-NP O
and CC O O
dialogue NN B-NP O
control NN I-NP O
acts NNS B-VP O
. . O O

Another DT B-NP O
part NN I-NP O
is VBZ B-VP O
the DT B-NP O
analysis NN I-NP O
of IN B-PP O
not-translated JJ B-NP O
words NNS I-NP O
. . O O

It PRP B-NP O
does VBZ B-VP O
not RB I-VP O
assume VB I-VP O
that IN O O
the DT B-NP O
user NN I-NP O
receives VBZ B-VP O
any DT B-NP O
training NN I-NP O
in IN B-PP O
search NN B-NP O
and CC I-NP O
retrieval NN I-NP O
or CC O O
has VBZ B-VP O
any DT B-NP O
prior RB I-NP O
experience NN I-NP O
in IN B-PP O
using VBG B-VP O
Internet NNP B-NP O
. . O O

The DT B-NP O
second JJ I-NP O
experiment NN I-NP O
compares VBZ B-VP O
the DT B-NP O
performances NNS I-NP O
achieved VBD B-VP O
by IN B-PP O
TBLDT NNP B-NP O
and CC O O
C4.5 NNP B-NP O
training NN I-NP O
on IN B-PP O
samples NNS B-NP O
selected VBN B-VP O
by IN B-PP O
active JJ B-NP O
learning NN I-NP O
. . O O

This DT B-NP O
list NN I-NP O
of IN B-PP O
information NN B-NP O
items NNS I-NP O
which WDT I-NP O
we PRP I-NP O
call VBP B-VP O
a DT B-NP O
coding NN I-NP O
module NN I-NP O
, , O O
is VBZ B-VP O
the DT B-NP O
core NN I-NP O
concept NN I-NP O
of IN B-PP O
the DT B-NP O
MATE NNP I-NP O
markup NN I-NP O
framework NN I-NP O
and CC O O
extends NNS B-VP O
and CC I-VP O
formalises NNS I-VP O
the DT B-NP O
concept NN I-NP O
of IN B-PP O
a DT B-NP O
coding NN I-NP O
scheme NN I-NP O
. . O O

Argumentative JJ B-NP O
Zones NNS I-NP O
We PRP I-NP O
have VBP B-VP O
previously RB I-VP O
evaluated VBN I-VP O
the DT B-NP O
scheme NN I-NP O
empirically RB O O
by IN B-PP O
extensive JJ B-NP O
experiments NNS I-NP O
with IN B-PP O
three CD B-NP O
subjects NNS I-NP O
, , O O
over IN B-PP O
a DT B-NP O
range NN I-NP O
of IN B-PP O
48 CD B-NP O
articles NNS I-NP O
( : O O
Teufel NNP B-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1999 CD B-NP O
) : I-NP O
. . O O

Finally RB O O
, , O O
VALDIA NNP B-NP O
is VBZ B-VP O
described VBN I-VP O
in IN B-PP O
more JJR B-NP O
detail NN I-NP O
and CC O O
then RB O O
the DT B-NP O
paper NN I-NP O
is VBZ B-VP O
closed VBN I-VP O
by IN B-PP O
a DT B-NP O
discussion NN I-NP O
of IN B-PP O
relevant JJ B-NP O
results NNS I-NP O
and CC I-NP O
papers NNS I-NP O
. . O O

Fullfledged JJ B-NP O
QA NNP I-NP O
on IN B-PP O
the DT B-NP O
basis NN I-NP O
of IN B-PP O
natural JJ B-NP O
language NN I-NP O
texts NNS I-NP O
is VBZ B-VP O
far RB O O
beyond IN B-PP O
the DT B-NP O
present NN I-NP O
state NN I-NP O
of IN B-PP O
the DT B-NP O
art NN I-NP O
. . O O

`` `` O O
Section NN B-NP O
2 CD I-NP O
discusses NNS B-VP O
the DT B-NP O
properties NNS I-NP O
of IN B-PP O
numerical JJ B-NP O
evaluation NN I-NP O
measures VBZ I-NP O
, , O O
points NNS B-NP O
out IN B-PP O
several JJ B-NP O
drawbacks NNS I-NP O
associated VBN B-VP O
with IN B-PP O
intrinsic JJ B-NP O
measures NNS I-NP O
and CC O O
introduces NNS B-VP O
new JJ B-NP O
measures NNS I-NP O
developed VBN B-VP O
by IN B-PP O
the DT B-NP O
authors NNS I-NP O
. . O O

In IN B-PP O
this DT B-NP O
case NN I-NP O
, , O O
two CD B-NP O
plans NNS I-NP O
can MD B-VP O
apply VB I-VP O
: : O O
the DT B-NP O
simple JJ I-NP O
plan NN I-NP O
for IN B-PP O
refusing NN B-NP O
, , O O
or CC O O
the DT B-NP O
elaborated JJ I-NP O
plan NN I-NP O
for IN B-PP O
refusing NN B-NP O
which WDT I-NP O
includes VBZ B-VP O
a DT B-NP O
justification NN I-NP O
for IN B-PP O
the DT B-NP O
refusal NN I-NP O
. . O O

Below IN O O
is VBZ B-VP O
the DT B-NP O
performance NN I-NP O
on IN B-PP O
the DT B-NP O
test NN I-NP O
set NN I-NP O
of IN B-PP O
the DT B-NP O
resulting VBG I-NP O
model NN I-NP O
when WRB B-VP O
features NNS B-NP O
for IN B-PP O
disambiguating VBG B-NP O
verb NN I-NP O
forms NNS I-NP O
are VBP B-VP O
added VBN I-VP O
to TO B-PP O
the DT B-NP O
model NN I-NP O
of IN B-PP O
Section NN B-NP O
2 CD I-NP O
. . O O

Unfortunately RB O O
there EX B-NP O
is VBZ B-VP O
no DT B-NP O
wellprepared VBN I-NP O
knowledge NN I-NP O
sources NNS I-NP O
containing VBG B-VP O
the DT B-NP O
above NN I-NP O
information NN I-NP O
. . O O

For IN B-PP O
our PRP$ B-NP O
Phase NNP I-NP O
I NNP I-NP O
feasibility NN I-NP O
demonstration NN I-NP O
, , O O
we PRP B-NP O
chose VBD B-VP O
a DT B-NP O
minimal JJ I-NP O
scenario NN I-NP O
template NN O O
for IN B-PP O
meeting NN B-NP O
and CC I-NP O
negotiation NN I-NP O
events NNS I-NP O
consisting VBG B-VP O
of IN B-PP O
one CD B-NP O
or CC I-NP O
more JJR I-NP O
participant JJ I-NP O
slots NNS I-NP O
plus CC O O
optional JJ B-NP O
date NN I-NP O
and CC I-NP O
location NN I-NP O
slots NNS I-NP O
. . O O

As IN B-PP O
in IN I-PP O
Paice NNP B-NP O
( NNP I-NP O
1990 CD I-NP O
) CD I-NP O
, , O O
summarization NN B-NP O
techniques NNS I-NP O
in IN B-PP O
text NN B-NP O
analysis NN I-NP O
are VBP B-VP O
severely RB I-VP O
impaired VBN I-VP O
by IN B-PP O
the DT B-NP O
absence NN I-NP O
of IN B-PP O
a DT B-NP O
generally RB I-NP O
accepted VBN I-NP O
discourse NN I-NP O
11 CD I-NP O
model NN I-NP O
and CC O O
the DT B-NP O
use NN I-NP O
of IN B-PP O
superstructural JJ B-NP O
schemes NNS I-NP O
is VBZ B-VP O
promising VBG I-VP O
for IN B-PP O
abstracting VBG B-NP O
text NN I-NP O
. . O O

We PRP B-NP O
can MD B-VP O
conclude VB I-VP O
that IN B-PP O
the DT B-NP O
filtering NN I-NP O
method NN I-NP O
H NNP I-NP O
is VBZ B-VP O
the DT B-NP O
best JJS I-NP O
, , O O
considering VBG B-VP O
the DT B-NP O
effectiveness NN I-NP O
and CC O O
the DT B-NP O
efficiency NN I-NP O
at IN B-PP O
the DT B-NP O
same JJ I-NP O
time NN I-NP O
. . O O

In IN B-PP O
the DT B-NP O
text NN I-NP O
in IN B-PP O
Figure NNP B-NP O
3 CD I-NP O
, , O O
the DT B-NP O
topic JJ I-NP O
represented VBN B-VP O
by IN B-PP O
seed-words NNS B-NP O
' POS I-NP O
trade-export-tariff-import JJ I-NP O
' '' I-NP O
is VBZ B-VP O
the DT B-NP O
main JJ I-NP O
topic NN I-NP O
, , O O
and CC O O
' '' B-NP O
Japan-Japanese JJ I-NP O
, , O O
' '' O O
' '' B-NP O
Hong NNP I-NP O
Kong NNP I-NP O
, , O O
' '' O O
etc NN B-NP O
. . O O
, , O O
are VBP B-VP O
subtopics NNS O O
. . O O

To TO B-VP O
compute VB I-VP O
these DT B-NP O
feature NN I-NP O
values NNS I-NP O
for IN B-PP O
a DT B-NP O
sentence NN I-NP O
, , O O
we PRP B-NP O
used VBD B-VP O
the DT B-NP O
Remedia NNP I-NP B-TERM
corpus VBZ I-NP I-TERM
provided VBN B-VP O
by IN B-PP O
MITRE NNP B-NP O
which WDT I-NP O
has VBZ B-VP O
been VBN I-VP O
hand-tagged JJ O B-DEF
with IN B-PP I-DEF
named JJ B-NP I-DEF
entities NNS I-NP I-DEF
. . O O

The DT B-NP O
next JJ I-NP O
most JJS I-NP O
dominant JJ I-NP O
feature NN I-NP O
is VBZ B-VP O
the DT B-NP O
SemType NNP I-NP O
value NN I-NP O
object NN I-NP O
, , O O
which WDT B-NP O
appears VBZ B-VP O
in IN B-PP O
the DT B-NP O
NP NNP I-NP O
for IN B-PP O
29.41 CD B-NP O
% NN I-NP O
of IN B-PP O
the DT B-NP O
answer NN I-NP O
sentences NNS I-NP O
and CC O O
PP NNP B-NP O
NeedSemType NNP I-NP O
for IN B-PP O
15.68 CD B-NP O
% NN I-NP O
of IN B-PP O
the DT B-NP O
answer NN I-NP O
sentences NNS I-NP O
. . O O

The DT B-NP O
tools NNS I-NP O
suggest VBP B-VP O
a DT B-NP O
group NN I-NP O
of IN B-PP O
key JJ B-NP O
items NNS I-NP O
by IN B-PP O
decreasing VBG B-VP O
order NN B-NP O
of IN B-PP O
significance NN B-NP O
which WDT B-VP O
distinguish JJ I-VP O
one CD B-NP O
corpus NN I-NP O
from IN B-PP O
another DT B-NP O
. . O O

The DT B-NP O
cross-system JJ I-NP O
comparisons NNS I-NP O
using VBG B-VP O
the DT B-NP O
measures NNS I-NP O
presented VBD B-VP O
, , O O
with IN B-PP O
one CD B-NP O
exception NN I-NP O
, , O O
yielded VBD B-VP O
the DT B-NP O
following VBG I-NP O
expected VBN I-NP O
rankings NNS I-NP O
: : O O
( : B-NP O
i PRP I-NP O
) VBP B-PP O
the DT B-NP O
GT-MT JJ I-NP O
pass NN I-NP O
exhibits NNS B-VP O
better RBR B-NP O
performance NN I-NP O
than IN B-PP O
the DT B-NP O
ScanOCR-MT JJ I-NP O
pass NN I-NP O
and CC I-NP O
( CD I-NP O
ii NN I-NP O
) : B-PP O
the DT B-NP O
Haitian NNP I-NP O
Creole NNP I-NP O
system NN I-NP O
is VBZ B-VP O
at IN B-PP O
the DT O O
low JJ O O
end NN O O
, , O O
Arabic NNP O O
is VBZ B-VP O
in IN B-PP O
the DT O O
middle NN O O
, , O O
and CC O O
Spanish NNP O O
is VBZ B-VP O
at IN B-PP O
the DT O O
high JJ O O
end NN O O
. . O O

The DT B-NP O
symbol NN I-NP O
`` `` I-NP O
+ : I-NP B-TERM
`` `` O O
stands NNS B-VP O
for IN B-PP O
set NN B-NP B-DEF
union NN I-NP I-DEF
, , O O
therefore RB O O
A+B-B JJ B-NP O
means NNS B-VP O
that WDT O O
the DT B-NP O
training NN I-NP O
set VBD I-NP O
is VBZ B-VP O
A DT B-NP O
union NN I-NP O
B NNP I-NP O
and CC O O
the DT B-NP O
test NN I-NP O
set NN I-NP O
is VBZ B-VP O
B NNP B-NP O
. . O O

We PRP B-NP O
present VBD B-VP O
two CD B-NP O
measures NNS I-NP O
for IN B-PP O
comparing VBG B-VP O
corpora NN B-NP O
based VBN B-VP O
on IN B-PP O
information NN B-NP O
theory NN I-NP O
statistics NNS I-NP O
such JJ B-PP O
as IN I-PP O
gain NN B-NP O
ratio NN I-NP O
as IN O O
well RB O O
as IN B-PP O
simple JJ B-NP O
term-class NN I-NP O
~equency NN I-NP O
counts NNS I-NP O
. . O O

ttpj NN B-NP O
= `` B-VP O
ttpn NN B-NP O
{ : I-NP O
/ : I-NP O
( : I-NP O
t NN I-NP O
, , O O
pj NN B-NP O
) : I-NP O
ift NN I-NP O
, , O O
pj NN B-NP O
is VBZ B-VP O
atoplc NN B-PP O
of IN I-PP O
Stp NNP B-NP O
0 -NONE- I-NP O
otherwise VBP I-NP O
f NN I-NP O
( : I-NP O
w NN I-NP O
) : I-NP O
denotes NNS B-VP O
term NN B-NP O
frequency NN I-NP O
of IN B-PP O
word NN B-NP O
w. NNP B-VP O
term NN B-NP O
vectors NNS I-NP O
35 CD O O
Let NNP B-VP O
$ $ B-NP O
1 CD I-NP O
, , O O
- : O O
, , O O
S NNP O O
, , O O
, , O O
, , O O
be VB B-VP O
all PDT O O
the DT O O
other JJ O O
training NN O O
documents NNS O O
( : O O
where WRB O O
m NN O B-TERM
is VBZ B-VP O
the DT O B-DEF
number NN O I-DEF
of IN B-PP I-DEF
training NN O I-DEF
documents NNS O I-DEF
which WDT O I-DEF
does VBZ B-VP I-DEF
not RB I-VP I-DEF
belong VB I-VP I-DEF
to TO B-PP I-DEF
the DT O I-DEF
target NN O I-DEF
event NN O I-DEF
) : O O
and CC O O
Sx NNP O B-TERM
be VB B-VP O
a DT O B-DEF
test NN O I-DEF
document NN O I-DEF
which WDT O I-DEF
should MD O I-DEF
be VB O I-DEF
classified VBN O I-DEF
as IN B-PP I-DEF
to TO I-PP I-DEF
whether IN O I-DEF
or CC O I-DEF
not RB O I-DEF
it PRP O I-DEF
discusses VBZ O I-DEF
the DT O I-DEF
target NN O I-DEF
event NN O I-DEF
. . O O

Figure NN B-NP O
3 CD I-NP O
shows NNS B-VP O
how WRB O O
different JJ B-NP O
parameter NN I-NP O
setting VBG I-NP O
affects NNS B-VP O
the DT B-NP O
cardinality NN I-NP O
of IN B-PP O
utterances NNS B-NP O
for IN B-PP O
different JJ B-NP O
values NNS I-NP O
of IN B-PP O
M. NNP B-NP O
The NNP I-NP O
( NNP I-NP O
logarithmic JJ I-NP B-TERM
) NN I-NP O
yaxis NNS I-NP B-TERM
represents VBZ B-VP O
the DT B-NP B-DEF
cardinality NN I-NP I-DEF
of IN B-PP I-DEF
utterances NNS B-NP I-DEF
, , O O
and CC O O
the DT O O
( NNP O O
linear NN O B-TERM
) : O O
x-axis NN O B-TERM
the DT O B-DEF
maximal JJ O I-DEF
number NN O I-DEF
of IN B-PP I-DEF
semantic JJ O I-DEF
items NNS O I-DEF
in IN B-PP I-DEF
one CD O I-DEF
utterance NN O I-DEF
. . O O

As IN B-PP O
a DT B-NP O
matter NN I-NP O
of IN B-PP O
fact NN B-NP O
, , O O
the DT B-NP O
three CD I-NP O
never RB O O
wrote VBD B-VP O
a DT B-NP O
musical JJ I-NP O
individually RB O O
or CC O O
as IN B-PP O
a DT B-NP O
single JJ I-NP O
ties NNS I-NP O
whose WP$ I-NP O
union NN I-NP O
or CC I-NP O
sum NN I-NP O
is VBZ B-VP O
the DT B-NP O
overall JJ I-NP O
plural JJ I-NP O
argument NN I-NP O
. . O O

Cluster-based JJ B-NP B-TERM
sentence NN I-NP I-TERM
utility NN I-NP I-TERM
( : I-NP O
CBSU NNP I-NP B-TERM
, , I-NP O
or CC I-NP O
utility NN I-NP O
) : I-NP O
refers NNS B-VP O
to TO B-PP O
the DT B-NP B-DEF
degree NN I-NP I-DEF
of IN B-PP I-DEF
relevance NN B-NP I-DEF
( : I-NP I-DEF
from IN B-PP I-DEF
0 -NONE- B-NP I-DEF
to TO I-NP I-DEF
10 CD I-NP I-DEF
) CD I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
`` `` I-NP I-DEF
particular JJ I-NP I-DEF
sentence NN I-NP I-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
general JJ I-NP I-DEF
topic NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
entire JJ I-NP I-DEF
cluster NN I-NP I-DEF
( : I-NP O
for IN B-PP O
a DT B-NP O
dis NN I-NP O
cussion NN I-NP O
of IN B-PP O
what WP B-NP O
is VBZ B-VP O
a DT O O
topic JJ O O
, , O O
see VBP B-VP O
[ : B-PP O
Allan NNP O O
et NN O O
al NN O O
. . O O

In IN B-PP O
the DT B-NP O
phases NNS I-NP O
in IN B-PP O
which WDT B-NP O
the DT I-NP O
system NN I-NP O
has VBZ B-VP O
the DT B-NP O
initiative JJ I-NP O
, , O O
only RB B-NP O
the DT I-NP O
initial JJ I-NP O
function NN I-NP O
and CC O O
the DT B-NP O
language NN I-NP O
model NN I-NP O
are VBP B-VP O
assigned VBN I-VP O
. . O O

X NNP B-NP O
m NN I-NP O
is VBZ B-VP O
further RBR I-VP O
expanded VBN I-VP O
into IN B-PP O
a DT B-NP O
spine-etree JJ I-NP O
whose NN I-NP O
head NN I-NP O
X NNP I-NP O
° NNP I-NP O
is VBZ B-VP O
the DT B-NP O
anchor NN I-NP O
of IN B-PP O
the DT B-NP O
whole JJ I-NP O
mod-etree JJ I-NP O
. . O O

In IN B-PP O
the DT B-NP O
SNo NNP I-NP O
W NNP I-NP O
architecture NN I-NP O
there RB I-NP O
is VBZ B-VP O
a DT B-NP O
winnow NN I-NP B-TERM
node NN I-NP I-TERM
for IN B-PP O
each DT B-NP O
class NN I-NP O
, , O O
which WDT B-NP O
learns NNS B-VP B-DEF
to TO I-VP I-DEF
separate VB I-VP I-DEF
that IN B-NP I-DEF
class NN I-NP I-DEF
from IN B-PP I-DEF
all DT B-NP I-DEF
the DT I-NP I-DEF
rest NN I-NP I-DEF
. . O O

For IN B-PP O
example NN B-NP O
, , O O
the DT B-NP O
bigram NN I-NP O
probabilities NNS I-NP O
of IN B-PP O
the DT B-NP O
language NN I-NP O
model NN I-NP O
may MD B-VP O
be VB I-VP O
estimated VBN I-VP O
and CC I-VP O
updated VBN I-VP O
with IN B-PP O
the DT B-NP O
corrected VBN I-NP O
data NNS I-NP O
. . O O

When WRB O O
a DT B-NP O
coding NN I-NP O
module NN I-NP O
has VBZ B-VP O
been VBN I-VP O
applied VBN I-VP O
to TO B-PP O
a DT B-NP O
corpus NN I-NP O
, , O O
the DT B-NP O
result NN I-NP O
is VBZ B-VP O
a DT B-NP O
coding NN I-NP O
file NN I-NP O
. . O O

An DT B-NP O
example NN I-NP O
is VBZ B-VP O
the DT B-NP O
following VBG I-NP O
of IN B-PP O
coding VBG B-NP O
elements NNS I-NP O
which WDT I-NP O
may MD B-VP O
refer VB I-VP O
to TO B-PP O
utterances NNS B-NP O
in IN B-PP O
a DT B-NP O
transcription NN I-NP O
but CC O O
which WDT B-NP O
depend NN B-VP O
on IN B-PP O
the DT B-NP O
technical JJ I-NP O
programming NN I-NP O
choice NN I-NP O
of IN B-PP O
the DT B-NP O
underlying VBG I-NP O
, , I-NP O
non-user JJ I-NP O
related JJ I-NP O
representation NN I-NP O
: : O O
ModuleRefs NNP O O
CDATA NNP O O
'href NNP O O
: : O O
transcription NN O O
# # O O
u NN O O
' '' O O
See NNP O O
Figure NNP O O
2 CD O O
for IN B-PP O
a DT O O
concrete JJ O O
example NN O O
from IN B-PP O
the DT O O
MATE NNP O O
Workbench NNP O O
. . O O

In IN B-PP O
order NN B-NP O
to TO B-VP O
provide VB I-VP O
a DT B-NP O
better JJR I-NP O
estimate NN I-NP O
of IN B-PP O
how WRB O O
close JJ B-NP O
two CD I-NP O
discourse JJ I-NP O
trees NNS I-NP O
were VBD B-VP O
, , O O
we PRP B-NP O
computed VBD B-VP O
PositionDependent NNP B-NP O
and CC O O
-Independent JJ B-NP O
recall NN I-NP O
and CC I-NP O
precision NN I-NP O
figures NNS I-NP O
for IN B-PP O
the DT B-NP O
sentential JJ I-NP B-TERM
level NN I-NP I-TERM
( : I-NP O
where WRB O B-DEF
units NNS B-NP I-DEF
are VBP B-VP I-DEF
given VBN I-VP I-DEF
by IN B-PP I-DEF
edus NN B-NP I-DEF
and CC I-NP I-DEF
spans NNS I-NP I-DEF
are VBP B-VP I-DEF
given VBN I-VP I-DEF
by IN B-PP I-DEF
sets NNS O I-DEF
of IN B-PP I-DEF
edus NN O I-DEF
or CC O I-DEF
single JJ O I-DEF
sentences NNS O I-DEF
) : O O
; : O O
paragraph NN O B-TERM
level NN O I-TERM
( : O O
where WRB O B-DEF
units NNS O I-DEF
are VBP B-VP I-DEF
given VBN I-VP I-DEF
by IN B-PP I-DEF
sentences NNS O I-DEF
and CC O I-DEF
spans NNS O I-DEF
are VBP B-VP I-DEF
given VBN I-VP I-DEF
by IN B-PP I-DEF
sets NNS O I-DEF
of IN B-PP I-DEF
sentences NNS O I-DEF
or CC O I-DEF
single JJ O I-DEF
paragraphs NNS O I-DEF
) : O O
: : O O
and CC O O
text NN O B-TERM
level NN O I-TERM
( : O O
where WRB O B-DEF
units NNS O I-DEF
are VBP B-VP I-DEF
given VBN I-VP I-DEF
by IN O I-DEF
paragraphs NNS O I-DEF
and CC O I-DEF
spans NNS O I-DEF
are VBP B-VP I-DEF
given VBN I-VP I-DEF
by IN O I-DEF
sets NNS O I-DEF
of IN O I-DEF
paragraphs NNS O I-DEF
) : O O
. . O O

In IN B-PP O
addition NN B-NP O
, , O O
these DT B-NP O
measures NNS I-NP O
provide VBP B-VP O
a DT B-NP O
finer NN I-NP O
grained VBN B-VP O
score NN B-NP O
with IN B-PP O
which WDT B-NP O
to TO B-VP O
compare VB I-VP O
summaries NNS B-NP O
. . O O

The DT B-NP O
second JJ I-NP O
feature NN I-NP O
template NN I-NP O
has VBZ B-VP O
the DT B-NP O
form NN I-NP O
: : O O
The DT B-NP O
last JJ I-NP O
verb NN I-NP O
is VBZ B-VP O
v NN O O
and CC O O
the DT B-NP O
current JJ I-NP O
word NN I-NP O
is VBZ B-VP O
w NN O O
and CC O O
w NN B-NP O
has VBZ B-VP O
been VBN I-VP O
tagged VBN I-VP O
as IN B-PP O
a DT B-NP O
particle NN I-NP O
and CC O O
the DT B-NP O
current JJ I-NP O
tag NN I-NP O
is VBZ B-VP O
t VBN B-NP O
. . O O
The DT B-NP O
last JJ I-NP O
verb NN I-NP O
is VBZ B-VP O
the DT O O
pseudo-symbol NN O O
NA NNP O O
if IN O O
there EX O O
is VBZ B-VP O
no DT O O
verb NN O O
in IN B-PP O
the DT O O
previous JJ O O
three CD O O
positions NNS O O
. . O O

87 CD B-NP O
S NNP I-NP O
Hennessy NNP I-NP O
[ NNP I-NP O
NNP NNP I-NP O
] NNP B-VP O
a DT B-NP O
[ NN I-NP O
D~jj NN B-PP O
] : B-NP O
act NN I-NP O
~ : O O
I PRP B-NP O
vP NNP B-VP O
to TO I-VP O
[ VB I-VP O
TO~ow JJ B-NP O
[ NN I-NP O
VB NNP I-NP O
] NNP I-NP O
Figure NNP I-NP O
1 CD I-NP O
: : O O
Syntactic JJ B-NP O
structure NN I-NP O
for IN B-PP O
the DT B-NP O
sentence NN I-NP O
`` `` O O
Hennessy NNP B-NP O
will MD B-VP O
be VB I-VP O
a DT B-NP O
hard JJ I-NP O
act NN I-NP O
to TO B-VP O
follow VB I-VP O
'' '' O O
. . O O

In IN B-PP O
the DT B-NP O
calculation NN I-NP O
of IN B-PP O
the DT B-NP O
data NNS I-NP O
description NN I-NP O
length NN I-NP O
in IN B-PP O
equation NN B-NP O
( : I-NP O
6 CD I-NP O
) CD I-NP O
, , O O
each DT B-NP O
word NN I-NP O
in IN B-PP O
a DT B-NP O
cluster NN I-NP O
, , O O
observed VBN B-VP O
or CC O O
unobserved VBN B-NP O
, , O O
is VBZ B-VP O
assigned VBN I-VP O
an DT B-NP O
estimated VBN I-NP B-TERM
probability NN I-NP I-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
a DT B-NP B-DEF
uniform NN I-NP I-DEF
fraction NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
probability NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
cluster NN O I-DEF
. . O O

Perhaps RB O O
the DT B-NP O
postponement NN I-NP O
is VBZ B-VP O
a DT B-NP O
sign NN I-NP O
that IN O O
the DT B-NP O
studio NN I-NP O
is VBZ B-VP O
looking VBG I-VP O
askance NN B-PP O
at IN I-PP O
this DT B-NP O
expensive JJ I-NP O
product NN I-NP O
directed VBN I-NP O
and CC I-NP O
co-produced JJ I-NP O
`` `` I-NP O
.by JJ B-PP O
its PRP$ B-NP O
female JJ I-NP O
lead NN I-NP O
. . O O

For IN B-PP O
example NN B-NP O
, , O O
the DT B-NP O
Mutual NNP I-NP B-TERM
Information NNP I-NP I-TERM
measures VBZ I-NP B-DEF
the DT I-NP I-DEF
strength NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
correlation NN I-NP I-DEF
between IN B-PP I-DEF
co-occurring JJ B-NP I-DEF
arguments NNS I-NP I-DEF
, , O O
and CC O O
the DT B-NP O
Plausibility NNP I-NP B-TERM
( NNP I-NP O
Cucchiarelli NNP I-NP O
, , I-NP O
Luzi NNP I-NP O
and CC I-NP O
Velardi NNP I-NP O
( NNP I-NP O
1998 CD O O
) CD O O
) CD O O
assigns NNS B-VP B-DEF
a DT B-NP I-DEF
weight NN I-NP I-DEF
to TO B-PP I-DEF
a DT B-NP I-DEF
feature NN I-NP I-DEF
vector NN I-NP I-DEF
, , O I-DEF
depending VBG B-VP I-DEF
upon IN B-PP I-DEF
the DT B-NP I-DEF
degree NN I-NP I-DEF
of IN B-PP I-DEF
ambiguity NN O I-DEF
of IN B-PP I-DEF
its PRP$ O I-DEF
arguments NNS O I-DEF
and CC O I-DEF
the DT O I-DEF
frequency NN O I-DEF
of IN B-PP I-DEF
its PRP$ O I-DEF
observations NNS O I-DEF
in IN B-PP I-DEF
a DT O I-DEF
corpus NN O I-DEF
. . O O

`` `` O O
denotes VBZ B-VP O
a DT B-NP O
downstepped JJ I-NP O
accent NN I-NP O
( : O O
see NN B-VP O
( : B-NP O
Pierrehumbert NNP I-NP O
, , O O
1980 CD B-NP O
) : I-NP O
) CD I-NP O
. . O O

' POS B-NP O
* -NONE- I-NP B-TERM
' '' I-NP O
denotes NNS I-NP O
significantly RB O B-DEF
better RBR B-NP I-DEF
accuracy NN I-NP I-DEF
of IN B-PP I-DEF
RBM NNP B-NP I-DEF
or CC I-NP I-DEF
RIPPER NNP I-NP I-DEF
over IN B-PP I-DEF
IBi-IG JJ B-NP I-DEF
with IN B-PP I-DEF
p NN B-NP I-DEF
0.05 CD I-NP I-DEF
. . O O

In IN B-PP O
this DT B-NP O
paper NN I-NP O
we PRP I-NP O
have VBP B-VP O
presented VBN I-VP O
a DT B-NP O
more RBR I-NP O
efficient JJ I-NP O
distributed VBN B-VP O
algorithm NN B-PP O
which WDT B-NP O
construct NN B-VP O
a DT B-NP O
breadth-first JJ I-NP O
search NN I-NP O
tree NN I-NP O
in IN B-PP O
an DT B-NP O
asynchronous JJ I-NP O
communication NN I-NP O
network NN I-NP O
P/T NN I-NP O
-/Title JJ I-NP O
Lst/Presents NNS I-NP O
a DT I-NP O
model NN I-NP O
and CC O O
gives VBZ B-VP O
an DT B-NP O
First NNP O O
we PRP B-NP O
present VBP B-VP O
a DT O O
model NN O O
and CC O O
give VB B-VP O
overview NN O O
of IN B-PP O
lstverview NN O O
of IN B-PP O
related JJ O O
research NN O O
, , O O
related VBN B-VP O
research NN O O
. . O O

Here RB O O
is VBZ B-VP O
an DT B-NP O
