-DOCSTART- -X- -X- O
machines NNS O I-DEF
( : B-PP O
Pereira NNP O O
and CC O O
Riley NNP O O
, , O O
1997 CD O O
) : O O
. . O O

For IN B-PP O
simple JJ B-NP O
information NN I-NP O
requests NNS I-NP O
we PRP I-NP O
have VBP B-VP O
identified VBN I-VP O
two CD B-NP O
important JJ I-NP O
concepts NNS I-NP O
, , O O
termed VBD B-VP O
Objects NNS B-NP O
and CC I-NP O
Properties NNPS I-NP O
( : I-NP O
JSnsson NNP I-NP O
, , O O
1997 CD B-NP O
) : O O
where WRB O O
Objects NNS B-NP B-TERM
models NNS I-NP O
the DT I-NP B-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
objects NNS B-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
database NN I-NP I-DEF
and CC O O
Properties NNPS O B-TERM
denotes NNS B-VP O
a DT O B-DEF
complex JJ O I-DEF
predicate NN O I-DEF
ascribed VBD B-VP I-DEF
to TO B-PP I-DEF
this DT O I-DEF
set NN O I-DEF
. . O O

These DT B-NP O
sets NNS I-NP O
typically RB O O
tend VBP B-VP O
to TO I-VP O
benefit VB I-VP O
from IN B-PP O
the DT B-NP O
Modified NNP I-NP B-TERM
Value NNP I-NP I-TERM
Difference NNP I-NP I-TERM
Metric NNP I-NP I-TERM
, , O O
which WDT B-NP O
creates VBZ B-VP B-DEF
a DT B-NP I-DEF
condensed VBN I-NP I-DEF
hyperspace NN I-NP I-DEF
of IN B-PP I-DEF
features NNS B-NP I-DEF
. . O O

We PRP B-NP O
start VBP B-VP O
initially RB O O
with IN B-PP O
a DT B-NP O
relational JJ I-NP B-TERM
database NN I-NP I-TERM
, , O O
as IN O O
defined VBN B-VP B-DEF
by IN B-PP I-DEF
a DT B-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
tab-delimited JJ B-NP I-DEF
database NN I-NP I-DEF
files NNS I-NP I-DEF
, , O I-DEF
plus CC O I-DEF
some DT B-NP I-DEF
minimal JJ I-NP I-DEF
semantics NNS I-NP I-DEF
. . O O

Consistency NNP B-NP B-TERM
was VBD B-VP O
measured VBN I-VP B-DEF
by IN B-PP I-DEF
two CD B-NP I-DEF
means NNS I-NP I-DEF
. . O O

pro NN B-NP O
( `` I-NP O
1 CD I-NP O
_p NNP I-NP O
) NNP I-NP O
n-m NNP I-NP O
( NNP O O
2 CD O O
) CD O O
The DT B-NP O
probability NN I-NP O
of IN B-PP O
the DT B-NP O
event NN I-NP O
happening VBG B-VP O
m NN B-NP O
or CC I-NP O
more JJR I-NP O
times NNS I-NP O
is VBZ B-VP O
: : O O
= : O O
( : B-NP O
3 CD I-NP O
) CD I-NP O
k=rn JJ I-NP O
Finally NNP O O
, , O O
P NNP B-NP B-TERM
( NNP I-NP I-TERM
m+ NNP I-NP I-TERM
, , O O
n NN O B-TERM
, , O O
p NN B-NP B-TERM
e NN I-NP I-TERM
) : I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
probability NN I-NP I-DEF
that IN B-PP I-DEF
m NN B-NP I-DEF
or CC I-NP I-DEF
more JJR I-NP I-DEF
occurrences NNS I-NP I-DEF
of IN B-PP I-DEF
cues NNS O I-DEF
for IN B-PP I-DEF
scfi NN O I-DEF
will MD B-VP I-DEF
occur VB I-VP I-DEF
with IN B-PP I-DEF
a DT O I-DEF
verb NN O I-DEF
which WDT O I-DEF
is VBZ B-VP I-DEF
not RB O I-DEF
a DT O I-DEF
member NN O I-DEF
ofscfi NN O I-DEF
, , O I-DEF
given VBN B-PP I-DEF
n NN O I-DEF
occurrences NNS O I-DEF
of IN B-PP I-DEF
that DT O I-DEF
verb NN O I-DEF
. . O O

M5 NNP O B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
proposition NN I-NP I-DEF
that IN B-PP I-DEF
the DT B-NP I-DEF
name NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
discourse NN I-NP I-DEF
entity NN I-NP I-DEF
B2 NNP I-NP I-DEF
is VBZ B-VP I-DEF
`` `` O I-DEF
Pluto NNP B-NP I-DEF
`` `` I-NP I-DEF
. . O O

( NN B-NP O
PRPZ NNP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
partf-speech JJ I-NP O
tag NN I-NP O
for IN B-PP O
possessive JJ B-NP O
pronouns NNS I-NP O
, , O O
DT NNP B-NP B-TERM
for IN B-PP O
determiners NNS B-NP B-DEF
, , O O
JJX NNP B-NP B-TERM
for IN B-PP O
adjectives NNS B-NP B-DEF
, , O O
J NNP B-NP O
JR NNP I-NP B-TERM
for IN B-PP O
comparative JJ B-NP B-DEF
adjectives NNS I-NP I-DEF
, , O O
JJS NNP O B-TERM
for IN B-PP O
superlative JJ O B-DEF
adjectives NNS O I-DEF
, , O O
NNX NNP O B-TERM
for IN B-PP O
singular JJ O B-DEF
or CC O I-DEF
mass NN O I-DEF
nouns NNS O I-DEF
, , O O
NNS NNP O B-TERM
for IN B-PP O
plural JJ O B-DEF
nouns NNS O I-DEF
, , O O
NNPX NNP O B-TERM
for IN B-PP O
singular JJ O B-DEF
proper NN O I-DEF
nouns NNS O I-DEF
, , O O
NNPS NNP O B-TERM
for IN B-PP O
plural JJ O B-DEF
proper NN O I-DEF
nouns NNS O I-DEF
, , O O
IN NNP O B-TERM
for IN O O
prepositions NNS O B-DEF
. . O O

For IN B-PP O
the DT B-NP O
LCS-AMR JJ I-NP O
in IN B-PP O
Figure NNP B-NP O
3 CD I-NP O
, , O O
the DT B-NP O
thematic JJ I-NP B-TERM
hierarchy NN I-NP I-TERM
is VBZ B-VP O
what WP B-NP B-DEF
determined VBN B-VP I-DEF
that IN B-PP I-DEF
the DT B-NP I-DEF
lunited JJ I-NP I-DEF
statesl NN I-NP I-DEF
is VBZ B-VP I-DEF
the DT B-NP I-DEF
subject NN I-NP I-DEF
and CC I-NP I-DEF
Iquotal NNP I-NP I-DEF
is VBZ B-VP I-DEF
the DT B-NP I-DEF
object NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
verb NN I-NP I-DEF
Ireducel NNP I-NP I-DEF
. . O O

The DT B-NP O
DS NNP I-NP B-TERM
tag NN I-NP I-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
topic JJ I-NP I-DEF
break NN I-NP I-DEF
index NN I-NP I-DEF
( : B-VP I-DEF
TBI NNP B-NP I-DEF
) : I-NP I-DEF
, , O I-DEF
a DT B-NP I-DEF
topic JJ I-NP I-DEF
name NN I-NP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
segment NN I-NP I-DEF
relation NN I-NP I-DEF
. . O O

® NN B-NP O
Fact NN I-NP O
: : O O
each DT B-NP O
entry NN I-NP O
in IN B-PP O
a DT B-NP O
record NN I-NP O
defines VBZ B-VP O
what WP B-NP O
we PRP I-NP O
call VBP B-VP O
a DT B-NP O
fact NN I-NP O
about IN B-PP O
that DT B-NP O
entity NN I-NP O
, , O O
a DT B-NP O
A DT I-NP B-TERM
fact NN I-NP I-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
three CD B-NP I-DEF
parts NNS I-NP I-DEF
: : O I-DEF
its PRP$ O I-DEF
predicate NN O I-DEF
name NN O I-DEF
, , O I-DEF
and CC O I-DEF
two CD O I-DEF
arguments NNS O I-DEF
, , O I-DEF
being VBG B-VP I-DEF
the DT O I-DEF
entity NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
record NN O I-DEF
, , O I-DEF
and CC O I-DEF
the DT O I-DEF
filler NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
slot NN O I-DEF
. . O O

FG NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
French JJ I-NP I-DEF
translation NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
Brown NNP I-NP I-DEF
corpus VBZ I-NP I-DEF
rendered VBN B-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
MT NNP I-NP I-DEF
system NN I-NP I-DEF
GL NNP I-NP I-DEF
; : O O
GG NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
German JJ I-NP I-DEF
translation NN I-NP I-DEF
by IN B-PP I-DEF
GL NNP B-NP I-DEF
; : O O
SG NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
Spanish NNP I-NP I-DEF
translation NN I-NP I-DEF
by IN B-PP I-DEF
GL NNP O I-DEF
; : O O
SS NNP O B-TERM
is VBZ B-VP O
the DT O B-DEF
Spanish NNP O I-DEF
translation NN O I-DEF
by IN B-PP I-DEF
the DT O I-DEF
MT NNP O I-DEF
system NN O I-DEF
SYS NNP O I-DEF
; : O O
and CC O O
MSp NNP O B-TERM
is VBZ B-VP O
the DT O B-DEF
merged JJ O I-DEF
Spanish NNP O I-DEF
translations NNS O I-DEF
from IN B-PP I-DEF
both DT O I-DEF
NIT NN O I-DEF
systems NNS O I-DEF
. . O O

We PRP B-NP O
used VBD B-VP O
the DT B-NP O
`` `` I-NP O
short JJ I-NP O
query NN I-NP O
' '' I-NP O
' '' I-NP O
condition NN I-NP O
of IN B-PP O
the DT B-NP O
NACSIS NNP I-NP B-TERM
NTCIR-1 -NONE- I-NP I-TERM
Test NNP I-NP I-TERM
Collection NNP I-NP I-TERM
( NNP I-NP O
Kando NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
1999 CD B-NP O
) : O O
which WDT B-NP O
consists NNS B-VP B-DEF
of IN B-PP I-DEF
about RB B-NP I-DEF
300,000 CD I-NP I-DEF
documents NNS I-NP I-DEF
in IN B-PP I-DEF
Japanese JJ B-NP I-DEF
, , O I-DEF
plus CC O I-DEF
about IN B-NP I-DEF
30 CD I-NP I-DEF
queries NNS I-NP I-DEF
with IN B-PP I-DEF
labeled JJ O I-DEF
relevance NN O I-DEF
judgement NN O I-DEF
for IN B-PP I-DEF
training NN O I-DEF
and CC O I-DEF
53 CD O I-DEF
queries NNS O I-DEF
with IN B-PP I-DEF
relevance NN O I-DEF
judgements NNS O I-DEF
for IN B-PP I-DEF
testing NN O I-DEF
. . O O

In IN B-PP O
PS NNP B-NP O
, , O O
we PRP B-NP O
obtain VBP B-VP O
a DT B-NP O
sample NN I-NP O
from IN B-PP O
the DT B-NP O
limit NN I-NP O
distribution NN I-NP O
of IN B-PP O
an DT B-NP O
ergodic JJ I-NP O
Markov NNP I-NP O
Chain NNP I-NP O
X NNP I-NP O
= NNP O O
{ NNP B-NP O
Xn NNP I-NP O
; : O O
n NN B-NP O
_ NNP I-NP O
> NNP I-NP O
0 -NONE- I-NP O
} : I-NP O
, , O O
taking VBG B-VP O
values NNS B-NP O
in IN B-PP O
the DT B-NP O
state NN I-NP O
space NN I-NP O
S NNP I-NP O
( NNP I-NP O
in IN B-PP O
the DT O O
WSME NNP O O
case NN O O
, , O O
the DT O O
state NN O B-TERM
space NN O I-TERM
is VBZ B-VP O
the DT O B-DEF
set NN O I-DEF
of IN B-PP I-DEF
possible JJ O I-DEF
sentences NNS O I-DEF
) : O O
. . O O

The DT B-NP O
LCS NNP I-NP B-TERM
framework NN I-NP I-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
primitives NNS B-NP I-DEF
( : I-NP I-DEF
GO NNP I-NP I-DEF
, , O I-DEF
BE NNP B-VP I-DEF
, , O I-DEF
STAY NNP B-NP I-DEF
, , O I-DEF
etc NN B-NP I-DEF
. . O I-DEF
) NN O I-DEF
. . O O

p NN B-NP O
( `` I-NP O
TIS NNP I-NP O
) NNP I-NP O
-1~IT NNP I-NP O
] NNP I-NP O
, , O O
where WRB O O
p NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
model NN I-NP I-DEF
being VBG B-VP I-DEF
evaluated VBN I-VP I-DEF
, , O O
and CC O O
( : B-NP B-TERM
S NNP I-NP I-TERM
, , O I-TERM
T NNP B-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
test NN I-NP I-DEF
corpus VBZ I-NP I-DEF
, , O O
considered VBN B-VP O
to TO I-VP O
be VB I-VP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
statistically RB B-NP O
independent JJ I-NP O
sentence NN I-NP O
p NN I-NP O
( : B-VP O
w NN O O
[ : O O
hi NN B-NP O
, , O O
s VBZ B-VP O
) : O O
= : B-VP O
q NN O O
( : O O
wlhi NN O O
) : O O
exp NN O O
( : O O
~ses NNS O O
asw VBP O O
+ : O O
aA NNP O O
( : O O
i PRP O O
, , O O
j~ JJ O O
, , O O
O NNP O O
, , O O
B NNP O O
( : O O
s NNS O O
, , O O
t NN O O
) : O O
) : O O
pair NN O O
s NNS B-VP O
( : I-VP O
s NNS O O
, , O O
t NN O O
) : O O
. . O O

Content-based JJ B-NP B-TERM
measures NNS I-NP I-TERM
assign VBP B-PP B-DEF
different JJ B-NP I-DEF
rankings NNS I-NP I-DEF
when WRB O I-DEF
ground NN B-NP I-DEF
truths NNS I-NP I-DEF
do VBP B-VP I-DEF
disagree JJ I-VP I-DEF
in IN B-PP I-DEF
focus NN B-NP I-DEF
. . O O

Task-based JJ B-NP B-TERM
evaluation NN I-NP I-TERM
in IN B-PP O
general JJ B-NP O
consists NNS B-VP B-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
following JJ I-NP I-DEF
three CD I-NP I-DEF
steps NNS I-NP I-DEF
: : O I-DEF
( : B-NP I-DEF
l NN I-NP I-DEF
) : I-NP I-DEF
Data NNP I-NP I-DEF
preparation NN I-NP I-DEF
: : O I-DEF
Assume NNP B-VP I-DEF
an DT B-NP I-DEF
information NN I-NP I-DEF
need VBP I-NP I-DEF
, , O I-DEF
create JJ B-VP I-DEF
a DT B-NP I-DEF
query NN I-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
information NN I-NP I-DEF
need VBP I-NP I-DEF
, , O I-DEF
and CC O I-DEF
prepare VB B-VP I-DEF
simulated VBN I-VP I-DEF
search NN B-NP I-DEF
results NNS I-NP I-DEF
with IN B-PP I-DEF
different JJ B-NP I-DEF
types NNS I-NP I-DEF
of IN B-PP I-DEF
summaries NNS O I-DEF
. . O O

Of IN B-PP O
course NN B-NP O
, , O O
our PRP$ B-NP O
application NN I-NP O
is VBZ B-VP O
sentence NN B-NP O
retrieval NN I-NP O
, , O O
not RB B-NP O
document JJ I-NP O
retrieval NN I-NP O
, , O O
so RB O O
we PRP B-NP O
define VBP B-VP O
term NN B-NP B-TERM
frequency NN I-NP I-TERM
as IN B-PP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
times NNS B-NP I-DEF
the DT I-NP I-DEF
word NN I-NP I-DEF
appears VBZ B-VP I-DEF
in IN B-PP I-DEF
the DT O I-DEF
candidate NN O I-DEF
sentence NN O I-DEF
, , O O
and CC O O
document NN O B-TERM
frequency NN O I-TERM
as IN B-PP O
the DT O B-DEF
number NN O I-DEF
of IN B-PP I-DEF
sentences NNS O I-DEF
in IN B-PP I-DEF
which WDT O I-DEF
this DT O I-DEF
word NN O I-DEF
appears VBZ B-VP I-DEF
. . O O

Fiof IN B-PP O
prospective JJ B-NP O
arguments NNS I-NP O
on IN B-PP O
two CD B-NP O
models NNS I-NP O
: : O O
( : B-NP O
1 CD I-NP O
) CD B-PP O
a DT B-NP O
normally RB I-NP O
, , O O
we PRP B-NP O
illustrate VBP B-VP O
the DT B-NP O
operation NN I-NP O
of IN B-PP O
our PRP$ B-NP O
mechanism NN I-NP B-TERM
mative NN I-NP I-TERM
model NN I-NP I-TERM
, , O O
which WDT B-NP O
represents VBZ B-VP B-DEF
NAG NNP B-NP I-DEF
' POS O I-DEF
s NNS O I-DEF
beliefs NNS O I-DEF
, , O O
and CC O O
with IN B-PP O
an DT O O
example NN O O
, , O O
discuss NN B-VP O
results NNS O O
from IN B-PP O
our PRP$ O O
preliminary JJ O O
( NN O O
2 CD O O
) CD O O
a DT O O
user NN O B-TERM
model NN O I-TERM
, , O O
which WDT O O
represents VBZ B-VP B-DEF
a DT O I-DEF
user NN O I-DEF
' '' O I-DEF
s NNS O I-DEF
presumed VBD O I-DEF
beliefs NNS O I-DEF
. . O O

, , O O
word._X JJ B-NP O
B~ NN I-NP O
, , I-NP O
lemma-X JJ I-NP O
sl NN I-NP O
, , O O
... : O O
, , O O
lemma_X NNP B-NP O
B~ NNP I-NP O
, , O O
sem-X NNP B-NP O
B1 NNP I-NP O
, , O O
... : O O
, , O O
sem_X NNP B-NP O
B~ NNP I-NP O
, , O O
context JJ B-NP O
) NN O O
where WRB O O
B1 NNP B-NP B-TERM
, , O I-TERM
... : O I-TERM
, , O I-TERM
Bn NNP B-NP I-TERM
are VBP B-VP O
the DT B-NP B-DEF
unrepeated VBN I-NP I-DEF
terminal JJ I-NP I-DEF
nodes NNS I-NP I-DEF
from IN B-PP I-DEF
A1 NNP B-NP I-DEF
, , O I-DEF
... : O I-DEF
, , O I-DEF
An DT O I-DEF
, , O O
context JJ O B-TERM
is VBZ B-VP O
the DT O B-DEF
set NN O I-DEF
of IN B-PP I-DEF
all DT O I-DEF
predicates NNS O I-DEF
subsumed VBN B-VP I-DEF
by IN B-PP I-DEF
the DT O I-DEF
syntactico-semantic JJ O I-DEF
structure NN O I-DEF
between IN B-PP I-DEF
the DT O I-DEF
nearest JJS O I-DEF
positive JJ O I-DEF
example NN O I-DEF
on IN B-PP I-DEF
the DT O I-DEF
left NN O I-DEF
and CC O I-DEF
the DT O I-DEF
nearest NN O I-DEF
one CD O I-DEF
on IN B-PP I-DEF
the DT O I-DEF
right NN O I-DEF
, , O O
and CC O O
sem_XB NNP O B-TERM
is VBZ B-VP O
the DT O B-DEF
list NN O I-DEF
of IN B-PP I-DEF
isa_X NNP O I-DEF
and CC O I-DEF
has_hypernym_X NNP O I-DEF
predicates NNS O I-DEF
for IN B-PP I-DEF
Bi NNP O I-DEF
. . O O

Coverage NN B-NP B-TERM
means VBZ B-VP O
that DT O O
how WRB B-NP B-DEF
many JJ I-NP I-DEF
pairs NNS I-NP I-DEF
which WDT I-NP I-DEF
appeared VBD B-VP I-DEF
in IN B-PP I-DEF
a DT B-NP I-DEF
test NN I-NP I-DEF
set NN I-NP I-DEF
also RB O I-DEF
appear VBP B-VP I-DEF
in IN B-PP I-DEF
a DT B-NP I-DEF
trainlug NN I-NP I-DEF
set NN I-NP I-DEF
. . O O

The DT B-NP O
first JJ I-NP O
quantity NN I-NP O
is VBZ B-VP O
normalized VBN I-VP O
with IN B-PP O
the DT B-NP O
a DT I-NP O
priori NN I-NP O
probabilities NNS I-NP O
of IN B-PP O
the DT B-NP O
various JJ I-NP O
feature NN I-NP O
values NNS I-NP O
of IN B-PP O
feature NN B-NP O
F NN I-NP O
: : O O
H NNP B-NP O
( : I-NP O
C NNP I-NP O
) : I-NP O
Eveva NNP I-NP O
es NNS I-NP O
( : I-NP O
F NN I-NP O
) : I-NP O
P NNP I-NP O
( : I-NP O
v NN I-NP O
) : I-NP O
× : I-NP O
H NNP I-NP O
( : I-NP O
QF=v NN I-NP O
] : I-NP O
) : I-NP O
( : I-NP O
6 CD I-NP O
) CD I-NP O
Here NNP O O
, , O O
H NNP B-NP B-TERM
( NNP I-NP I-TERM
C NNP I-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
class NN I-NP I-DEF
entropy NN I-NP I-DEF
, , O I-DEF
defined VBD B-VP I-DEF
as IN B-PP I-DEF
H NNP B-NP I-DEF
( NNP I-NP I-DEF
C NNP I-NP I-DEF
) NNP I-NP I-DEF
=~ NNP I-NP I-DEF
P NNP I-NP I-DEF
( NNP I-NP I-DEF
c NN I-NP I-DEF
) : I-NP I-DEF
log NN B-VP I-DEF
2P CD B-PP I-DEF
( CD B-NP I-DEF
c NN I-NP I-DEF
) : I-NP I-DEF
. . O O

Extraction NN B-NP B-TERM
Pattem NNP I-NP I-TERM
Library NNP I-NP I-TERM
-which NNP I-NP O
contains VBZ B-VP B-DEF
the DT B-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
extraction NN B-NP I-DEF
patterns NNS I-NP I-DEF
learned VBD B-VP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
lab NN I-NP I-DEF
, , O I-DEF
one CD B-NP I-DEF
set NN I-NP I-DEF
per IN B-PP I-DEF
scenario NN B-NP I-DEF
template NN I-NP I-DEF
-to -NONE- O I-DEF
extract NN B-VP I-DEF
specific NN B-NP I-DEF
types NNS I-NP I-DEF
of IN B-PP I-DEF
information NN B-NP I-DEF
from IN B-PP I-DEF
the DT O I-DEF
input NN O I-DEF
Korean NNP O I-DEF
documents NNS O I-DEF
, , O I-DEF
once RB B-VP I-DEF
parsed VBD I-VP I-DEF
. . O O

Starting VBG B-PP O
with IN I-PP O
C NNP B-NP O
, , O O
EVIUS NNP B-NP B-TERM
reduces NNS B-VP B-DEF
set VBD I-VP I-DEF
bf NN B-PP O
unlearned VBN B-NP O
concepts NNS I-NP O
iteratively RB O O
by IN B-PP O
selecting NN B-VP O
subset NN B-NP O
P NNP I-NP O
C/g NNP I-NP O
formed VBD B-VP O
by IN B-PP O
the DT B-NP O
primitive JJ I-NP O
concepts NNS I-NP O
in/.4 -NONE- B-PP O
and CC O O
learning VBG B-VP O
a DT B-NP O
rule NN I-NP O
set NN B-VP O
for IN B-PP O
each DT B-NP O
c NN I-NP O
E NNP I-NP O
P NNP I-NP O
4 CD I-NP O
For NNP B-PP O
instance NN B-NP O
, , O O
the DT B-NP O
single JJ I-NP O
colour NN I-NP O
scenario NN I-NP O
5 CD I-NP O
in IN B-PP O
fig3With NNP O O
EuroWordNet NNP O O
( NNP O O
http NN O O
: : O O
//www.hum.uva.nl/-ewn/ JJ O O
) NN O O
synsets NNS O O
. . O O

Within NNP B-PP O
each DT B-NP O
of IN B-PP O
these DT B-NP O
types NNS I-NP O
, , O O
there EX B-NP O
are VBP B-VP O
a DT B-NP O
number NN I-NP O
of IN B-PP O
conceptual JJ B-NP B-TERM
primitives NNS I-NP I-TERM
of IN B-PP O
that DT B-NP O
type NN I-NP O
, , O O
which WDT B-NP O
are VBP B-VP O
the DT B-NP B-DEF
basic JJ I-NP I-DEF
building NN I-NP I-DEF
blocks NNS I-NP I-DEF
of IN B-PP I-DEF
LCS NNP B-NP I-DEF
structures NNS I-NP I-DEF
. . O O

Forty-nine JJ B-NP O
of IN B-PP O
the DT B-NP O
OCR-ed JJ I-NP O
`` `` I-NP O
words NNS I-NP O
`` `` O O
are VBP B-VP O
treated VBN I-VP O
as IN B-PP O
`` `` O O
not RB B-NP B-DEF
found VBN I-NP I-DEF
words NNS I-NP I-DEF
`` `` O O
( : B-VP O
NFWs NNP B-NP B-TERM
) : I-NP O
by IN B-PP O
the DT B-NP O
MT NNP I-NP O
engine NN I-NP O
, , O O
even RB O O
though IN O O
they PRP B-NP O
may MD B-VP O
in IN B-PP O
fact NN B-NP O
be VB B-VP O
actual JJ B-NP O
Spanish JJ I-NP O
words NNS I-NP O
. . O O

At- NN B-NP B-TERM
tribute NN I-NP I-TERM
Evaluation NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
process NN I-NP I-DEF
of IN B-PP I-DEF
computing NN B-VP I-DEF
values NNS B-NP I-DEF
for IN B-PP I-DEF
every DT B-NP I-DEF
attribute NN I-NP I-DEF
instance NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
tree NN I-NP I-DEF
according VBG B-VP I-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
semantic JJ I-NP I-DEF
rules NNS I-NP I-DEF
defined VBN B-VP I-DEF
for IN B-PP I-DEF
each DT B-NP I-DEF
production NN I-NP I-DEF
. . O O

The DT B-NP O
parsers NNS I-NP O
combine VBP B-VP O
lexical JJ B-NP O
indices NNS I-NP O
such JJ B-PP O
as IN I-PP O
discourse NN B-NP B-DEF
markers NNS I-NP I-DEF
with IN B-PP I-DEF
formatting VBG B-NP I-DEF
instructions NNS I-NP I-DEF
( : B-VP O
HTML NNP B-NP B-TERM
tags NNS I-NP I-TERM
) : B-VP O
for IN B-PP O
analyzing NN B-VP O
enumerations NNS B-NP O
and CC O O
associated VBN B-VP O
initializers NNS B-NP O
. . O O

In IN B-PP O
the DT B-NP O
transcription NN I-NP O
, , O O
an DT B-NP O
utterance NN I-NP B-TERM
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
a DT B-NP B-DEF
continuous JJ I-NP I-DEF
speech NN I-NP I-DEF
region NN I-NP I-DEF
delimited VBD B-VP I-DEF
by IN B-PP I-DEF
pauses NNS B-NP I-DEF
of IN B-PP I-DEF
400 CD B-NP I-DEF
msec NN I-NP I-DEF
or CC O I-DEF
longer JJR O I-DEF
. . O O

Conversational NNP B-NP B-TERM
grunts NNS I-NP I-TERM
, , O O
such JJ B-PP B-DEF
as IN I-PP I-DEF
uhhuh NN B-NP I-DEF
, , O I-DEF
un-hn NNP B-NP I-DEF
, , I-NP I-DEF
rnrn NN I-NP I-DEF
, , O I-DEF
and CC O I-DEF
oh NN B-NP I-DEF
are VBP B-VP I-DEF
ubiquitous JJ O I-DEF
in IN B-PP I-DEF
spoken NN B-NP I-DEF
English NNP I-NP I-DEF
, , O I-DEF
but CC O I-DEF
no DT B-NP I-DEF
satisfactory NN I-NP I-DEF
scheme NN I-NP I-DEF
for IN B-PP I-DEF
transcribing NN B-VP I-DEF
these DT B-NP I-DEF
items NNS I-NP I-DEF
exists NNS B-VP I-DEF
. . O O

We PRP B-NP O
measured VBD I-NP O
stability NN I-NP B-TERM
( : B-PP O
the DT B-NP B-DEF
degree NN I-NP I-DEF
to TO B-PP I-DEF
which WDT B-NP I-DEF
the DT I-NP I-DEF
same JJ I-NP I-DEF
annotator NN I-NP I-DEF
will MD B-VP I-DEF
produce VB I-VP I-DEF
an DT B-NP I-DEF
annotation NN I-NP I-DEF
after IN B-PP I-DEF
6 CD B-NP I-DEF
weeks NNS I-NP I-DEF
) : I-NP O
and CC I-NP O
reproducibility NN I-NP B-TERM
( : O O
the DT B-NP B-DEF
degree NN I-NP I-DEF
to TO B-PP I-DEF
which WDT B-NP I-DEF
two CD O I-DEF
unrelated VBD O I-DEF
annotators NNS O I-DEF
will MD B-VP I-DEF
produce VB I-VP I-DEF
the DT O I-DEF
same JJ O I-DEF
annotation NN O I-DEF
) : O O
, , O O
using VBG B-VP O
the DT O O
Kappa NNP O B-TERM
coefficient NN O I-TERM
K NNP O I-TERM
( NNP O O
Siegel NNP O O
and CC O O
Castellan NNP O O
, , O O
1988 CD O O
; : O O
Carletta NNP O O
, , O O
1996 CD O O
) : O O
, , O O
which WDT O O
controls NNS B-VP B-DEF
agreement VBP O I-DEF
P NNP O I-DEF
( NNP O I-DEF
A NNP O I-DEF
) NNP O I-DEF
for IN B-PP I-DEF
chance NN O I-DEF
agreement NN O I-DEF
P NNP O I-DEF
( NNP O I-DEF
E NNP O I-DEF
) NNP O I-DEF
: : O I-DEF
K NNP O I-DEF
= : O I-DEF
P NNP O I-DEF
{ : O I-DEF
A DT O I-DEF
) NN O I-DEF
-P NN O I-DEF
( : O I-DEF
E NNP O I-DEF
) : O I-DEF
1-P CD O I-DEF
( CD O I-DEF
Z NNP O I-DEF
) NNP O I-DEF
Kappa NNP O O
is VBZ B-VP O
0 -NONE- O O
for IN B-PP O
if IN I-PP O
agreement NN O O
is VBZ B-VP O
only RB O O
as IN O O
would MD B-VP O
be VB I-VP O
expected VBN I-VP O
by IN B-PP O
chance NN O O
annotation NN O O
following VBG B-VP O
the DT O O
same JJ O O
distribution NN O O
as IN B-PP O
the DT O O
observed VBN O O
distribution NN O O
, , O O
