-DOCSTART- -X- -X- O
by IN B-PP I-DEF
two CD B-NP I-DEF
means NNS I-NP I-DEF
. . O O

M5 NNP O B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
proposition NN I-NP I-DEF
that IN B-PP I-DEF
the DT B-NP I-DEF
name NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
discourse NN I-NP I-DEF
entity NN I-NP I-DEF
B2 NNP I-NP I-DEF
is VBZ B-VP I-DEF
`` `` O I-DEF
Pluto NNP B-NP I-DEF
`` `` I-NP I-DEF
. . O O

STOP NNP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
different JJ I-NP I-DEF
type NN I-NP I-DEF
of IN B-PP I-DEF
application NN B-NP I-DEF
in IN B-PP I-DEF
that DT B-NP I-DEF
( NN I-NP I-DEF
1 CD I-NP I-DEF
) CD O I-DEF
there EX B-NP I-DEF
are VBP B-VP I-DEF
many JJ B-NP I-DEF
possible JJ I-NP I-DEF
leaflets NNS I-NP I-DEF
which WDT I-NP I-DEF
can MD B-VP I-DEF
be VB I-VP I-DEF
generated VBN I-VP I-DEF
( -NONE- O I-DEF
and CC O I-DEF
the DT B-NP I-DEF
system NN I-NP I-DEF
can MD B-VP I-DEF
not RB I-VP I-DEF
tell VB I-VP I-DEF
which WDT B-NP I-DEF
is VBZ B-VP I-DEF
best JJS I-VP I-DEF
) : I-VP I-DEF
, , O I-DEF
and CC O I-DEF
( : O I-DEF
2 CD O I-DEF
) CD O I-DEF
no DT O I-DEF
human NN O I-DEF
currently RB O I-DEF
writes VBZ B-VP I-DEF
personalised VBN I-VP I-DEF
smoking-cessation NN O I-DEF
leaflets NNS O I-DEF
( : O I-DEF
because IN B-PP I-DEF
manually RB O I-DEF
writing VBG B-VP I-DEF
such JJ O I-DEF
leaflets NNS O I-DEF
is VBZ B-VP I-DEF
too RB O I-DEF
expensive JJ O I-DEF
) NN O I-DEF
. . O O

( NN B-NP O
PRPZ NNP I-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
partf-speech JJ I-NP O
tag NN I-NP O
for IN B-PP O
possessive JJ B-NP O
pronouns NNS I-NP O
, , O O
DT NNP B-NP B-TERM
for IN B-PP O
determiners NNS B-NP B-DEF
, , O O
JJX NNP B-NP B-TERM
for IN B-PP O
adjectives NNS B-NP B-DEF
, , O O
J NNP B-NP O
JR NNP I-NP B-TERM
for IN B-PP O
comparative JJ B-NP B-DEF
adjectives NNS I-NP I-DEF
, , O O
JJS NNP O B-TERM
for IN B-PP O
superlative JJ O B-DEF
adjectives NNS O I-DEF
, , O O
NNX NNP O B-TERM
for IN B-PP O
singular JJ O B-DEF
or CC O I-DEF
mass NN O I-DEF
nouns NNS O I-DEF
, , O O
NNS NNP O B-TERM
for IN B-PP O
plural JJ O B-DEF
nouns NNS O I-DEF
, , O O
NNPX NNP O B-TERM
for IN B-PP O
singular JJ O B-DEF
proper NN O I-DEF
nouns NNS O I-DEF
, , O O
NNPS NNP O B-TERM
for IN B-PP O
plural JJ O B-DEF
proper NN O I-DEF
nouns NNS O I-DEF
, , O O
IN NNP O B-TERM
for IN O O
prepositions NNS O B-DEF
. . O O

For IN B-PP O
the DT B-NP O
LCS-AMR JJ I-NP O
in IN B-PP O
Figure NNP B-NP O
3 CD I-NP O
, , O O
the DT B-NP O
thematic JJ I-NP B-TERM
hierarchy NN I-NP I-TERM
is VBZ B-VP O
what WP B-NP B-DEF
determined VBN B-VP I-DEF
that IN B-PP I-DEF
the DT B-NP I-DEF
lunited JJ I-NP I-DEF
statesl NN I-NP I-DEF
is VBZ B-VP I-DEF
the DT B-NP I-DEF
subject NN I-NP I-DEF
and CC I-NP I-DEF
Iquotal NNP I-NP I-DEF
is VBZ B-VP I-DEF
the DT B-NP I-DEF
object NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
verb NN I-NP I-DEF
Ireducel NNP I-NP I-DEF
. . O O

The DT B-NP O
center NN I-NP B-TERM
in IN B-PP I-TERM
an DT B-NP I-TERM
utterance NN I-NP I-TERM
Un NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
most RBS I-NP I-DEF
grammatically RB I-NP I-DEF
salient JJ I-NP I-DEF
entity NN I-NP I-DEF
realised VBD B-VP I-DEF
in IN B-PP I-DEF
U~_i NNP B-NP I-DEF
which WDT I-NP I-DEF
is VBZ B-VP I-DEF
also RB I-VP I-DEF
realised VBN I-VP I-DEF
in IN B-PP I-DEF
Un NNP B-NP I-DEF
. . O O

The DT B-NP O
DS NNP I-NP B-TERM
tag NN I-NP I-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
topic JJ I-NP I-DEF
break NN I-NP I-DEF
index NN I-NP I-DEF
( : B-VP I-DEF
TBI NNP B-NP I-DEF
) : I-NP I-DEF
, , O I-DEF
a DT B-NP I-DEF
topic JJ I-NP I-DEF
name NN I-NP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
segment NN I-NP I-DEF
relation NN I-NP I-DEF
. . O O

Definition NN B-NP O
An DT I-NP O
extractive JJ I-NP B-TERM
summary NN I-NP I-TERM
S NNP I-NP I-TERM
of IN B-PP O
a DT B-NP O
cube NN I-NP O
C NNP I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
document NN B-NP I-DEF
units NNS I-NP I-DEF
, , O I-DEF
S NNP B-NP I-DEF
c NN I-NP I-DEF
C NNP I-NP I-DEF
, , O O
see VB B-VP O
Figure NNP B-NP O
3 CD I-NP O
( CD I-NP O
d NN I-NP O
) : I-NP O
. . O O

In IN B-PP O
PS NNP B-NP O
, , O O
we PRP B-NP O
obtain VBP B-VP O
a DT B-NP O
sample NN I-NP O
from IN B-PP O
the DT B-NP O
limit NN I-NP O
distribution NN I-NP O
of IN B-PP O
an DT B-NP O
ergodic JJ I-NP O
Markov NNP I-NP O
Chain NNP I-NP O
X NNP I-NP O
= NNP O O
{ NNP B-NP O
Xn NNP I-NP O
; : O O
n NN B-NP O
_ NNP I-NP O
> NNP I-NP O
0 -NONE- I-NP O
} : I-NP O
, , O O
taking VBG B-VP O
values NNS B-NP O
in IN B-PP O
the DT B-NP O
state NN I-NP O
space NN I-NP O
S NNP I-NP O
( NNP I-NP O
in IN B-PP O
the DT O O
WSME NNP O O
case NN O O
, , O O
the DT O O
state NN O B-TERM
space NN O I-TERM
is VBZ B-VP O
the DT O B-DEF
set NN O I-DEF
of IN B-PP I-DEF
possible JJ O I-DEF
sentences NNS O I-DEF
) : O O
. . O O

The DT B-NP O
LCS NNP I-NP B-TERM
framework NN I-NP I-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
primitives NNS B-NP I-DEF
( : I-NP I-DEF
GO NNP I-NP I-DEF
, , O I-DEF
BE NNP B-VP I-DEF
, , O I-DEF
STAY NNP B-NP I-DEF
, , O I-DEF
etc NN B-NP I-DEF
. . O I-DEF
) NN O I-DEF
. . O O

p NN B-NP O
( `` I-NP O
TIS NNP I-NP O
) NNP I-NP O
-1~IT NNP I-NP O
] NNP I-NP O
, , O O
where WRB O O
p NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
model NN I-NP I-DEF
being VBG B-VP I-DEF
evaluated VBN I-VP I-DEF
, , O O
and CC O O
( : B-NP B-TERM
S NNP I-NP I-TERM
, , O I-TERM
T NNP B-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
test NN I-NP I-DEF
corpus VBZ I-NP I-DEF
, , O O
considered VBN B-VP O
to TO I-VP O
be VB I-VP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
statistically RB B-NP O
independent JJ I-NP O
sentence NN I-NP O
p NN I-NP O
( : B-VP O
w NN O O
[ : O O
hi NN B-NP O
, , O O
s VBZ B-VP O
) : O O
= : B-VP O
q NN O O
( : O O
wlhi NN O O
) : O O
exp NN O O
( : O O
~ses NNS O O
asw VBP O O
+ : O O
aA NNP O O
( : O O
i PRP O O
, , O O
j~ JJ O O
, , O O
O NNP O O
, , O O
B NNP O O
( : O O
s NNS O O
, , O O
t NN O O
) : O O
) : O O
pair NN O O
s NNS B-VP O
( : I-VP O
s NNS O O
, , O O
t NN O O
) : O O
. . O O

) NN B-NP O
A DT I-NP O
statistical JJ I-NP B-TERM
queries NNS I-NP I-TERM
algorithm VBP I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
learning NN I-NP I-DEF
algorithm NN I-NP I-DEF
that WDT I-NP I-DEF
constructs VBZ B-VP I-DEF
its PRP$ B-NP I-DEF
hypothesis NN I-NP I-DEF
only RB O I-DEF
using VBG B-VP I-DEF
information NN B-NP I-DEF
received VBD B-VP I-DEF
from IN B-PP I-DEF
an DT B-NP I-DEF
SQ NNP I-NP I-DEF
oracle NN I-NP I-DEF
. . O O

Task-based JJ B-NP B-TERM
evaluation NN I-NP I-TERM
in IN B-PP O
general JJ B-NP O
consists NNS B-VP B-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
following JJ I-NP I-DEF
three CD I-NP I-DEF
steps NNS I-NP I-DEF
: : O I-DEF
( : B-NP I-DEF
l NN I-NP I-DEF
) : I-NP I-DEF
Data NNP I-NP I-DEF
preparation NN I-NP I-DEF
: : O I-DEF
Assume NNP B-VP I-DEF
an DT B-NP I-DEF
information NN I-NP I-DEF
need VBP I-NP I-DEF
, , O I-DEF
create JJ B-VP I-DEF
a DT B-NP I-DEF
query NN I-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
information NN I-NP I-DEF
need VBP I-NP I-DEF
, , O I-DEF
and CC O I-DEF
prepare VB B-VP I-DEF
simulated VBN I-VP I-DEF
search NN B-NP I-DEF
results NNS I-NP I-DEF
with IN B-PP I-DEF
different JJ B-NP I-DEF
types NNS I-NP I-DEF
of IN B-PP I-DEF
summaries NNS O I-DEF
. . O O

Of IN B-PP O
course NN B-NP O
, , O O
our PRP$ B-NP O
application NN I-NP O
is VBZ B-VP O
sentence NN B-NP O
retrieval NN I-NP O
, , O O
not RB B-NP O
document JJ I-NP O
retrieval NN I-NP O
, , O O
so RB O O
we PRP B-NP O
define VBP B-VP O
term NN B-NP B-TERM
frequency NN I-NP I-TERM
as IN B-PP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
times NNS B-NP I-DEF
the DT I-NP I-DEF
word NN I-NP I-DEF
appears VBZ B-VP I-DEF
in IN B-PP I-DEF
the DT O I-DEF
candidate NN O I-DEF
sentence NN O I-DEF
, , O O
and CC O O
document NN O B-TERM
frequency NN O I-TERM
as IN B-PP O
the DT O B-DEF
number NN O I-DEF
of IN B-PP I-DEF
sentences NNS O I-DEF
in IN B-PP I-DEF
which WDT O I-DEF
this DT O I-DEF
word NN O I-DEF
appears VBZ B-VP I-DEF
. . O O

Fiof IN B-PP O
prospective JJ B-NP O
arguments NNS I-NP O
on IN B-PP O
two CD B-NP O
models NNS I-NP O
: : O O
( : B-NP O
1 CD I-NP O
) CD B-PP O
a DT B-NP O
normally RB I-NP O
, , O O
we PRP B-NP O
illustrate VBP B-VP O
the DT B-NP O
operation NN I-NP O
of IN B-PP O
our PRP$ B-NP O
mechanism NN I-NP B-TERM
mative NN I-NP I-TERM
model NN I-NP I-TERM
, , O O
which WDT B-NP O
represents VBZ B-VP B-DEF
NAG NNP B-NP I-DEF
' POS O I-DEF
s NNS O I-DEF
beliefs NNS O I-DEF
, , O O
and CC O O
with IN B-PP O
an DT O O
example NN O O
, , O O
discuss NN B-VP O
results NNS O O
from IN B-PP O
our PRP$ O O
preliminary JJ O O
( NN O O
2 CD O O
) CD O O
a DT O O
user NN O B-TERM
model NN O I-TERM
, , O O
which WDT O O
represents VBZ B-VP B-DEF
a DT O I-DEF
user NN O I-DEF
' '' O I-DEF
s NNS O I-DEF
presumed VBD O I-DEF
beliefs NNS O I-DEF
. . O O

The DT B-NP O
generation NN I-NP B-TERM
component NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
following JJ I-NP I-DEF
subcomponents NNS I-NP I-DEF
: : O I-DEF
Decomposition NNP B-NP I-DEF
and CC I-NP I-DEF
lexlcal JJ I-NP I-DEF
selection NN I-NP I-DEF
First NNP O I-DEF
, , O I-DEF
primitive JJ B-NP I-DEF
LCSes NNS I-NP I-DEF
for IN B-PP I-DEF
words NNS B-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
target NN I-NP I-DEF
language NN I-NP I-DEF
are VBP B-VP I-DEF
matched VBN I-VP I-DEF
against IN B-PP I-DEF
CLCSes NNP B-NP I-DEF
, , O I-DEF
and CC O I-DEF
tree VB B-NP I-DEF
structures NNS I-NP I-DEF
of IN B-PP I-DEF
covering VBG B-NP I-DEF
words NNS I-NP I-DEF
are VBP B-VP I-DEF
selected VBN I-VP I-DEF
. . O O

RDMs NNS B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
table JJ I-NP I-DEF
searching NN I-NP I-DEF
process NN I-NP I-DEF
. . O O

The DT B-NP O
first JJ I-NP O
quantity NN I-NP O
is VBZ B-VP O
normalized VBN I-VP O
with IN B-PP O
the DT B-NP O
a DT I-NP O
priori NN I-NP O
probabilities NNS I-NP O
of IN B-PP O
the DT B-NP O
various JJ I-NP O
feature NN I-NP O
values NNS I-NP O
of IN B-PP O
feature NN B-NP O
F NN I-NP O
: : O O
H NNP B-NP O
( : I-NP O
C NNP I-NP O
) : I-NP O
Eveva NNP I-NP O
es NNS I-NP O
( : I-NP O
F NN I-NP O
) : I-NP O
P NNP I-NP O
( : I-NP O
v NN I-NP O
) : I-NP O
× : I-NP O
H NNP I-NP O
( : I-NP O
QF=v NN I-NP O
] : I-NP O
) : I-NP O
( : I-NP O
6 CD I-NP O
) CD I-NP O
Here NNP O O
, , O O
H NNP B-NP B-TERM
( NNP I-NP I-TERM
C NNP I-NP I-TERM
) NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
class NN I-NP I-DEF
entropy NN I-NP I-DEF
, , O I-DEF
defined VBD B-VP I-DEF
as IN B-PP I-DEF
H NNP B-NP I-DEF
( NNP I-NP I-DEF
C NNP I-NP I-DEF
) NNP I-NP I-DEF
=~ NNP I-NP I-DEF
P NNP I-NP I-DEF
( NNP I-NP I-DEF
c NN I-NP I-DEF
) : I-NP I-DEF
log NN B-VP I-DEF
2P CD B-PP I-DEF
( CD B-NP I-DEF
c NN I-NP I-DEF
) : I-NP I-DEF
. . O O

A DT B-NP O
substitution NN I-NP B-TERM
represents VBZ B-VP O
a DT B-NP B-DEF
case NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
string NN I-NP I-DEF
metrics NNS I-NP I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
not RB I-NP I-DEF
only RB I-NP I-DEF
a DT I-NP I-DEF
word NN I-NP I-DEF
is VBZ B-VP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
wrong JJ I-NP I-DEF
place NN I-NP I-DEF
, , O O
but CC O O
the DT B-NP O
word NN I-NP O
that IN I-NP O
should MD B-VP O
have VB I-VP O
been VBN I-VP O
in IN B-PP O
that DT B-NP O
place NN I-NP O
is VBZ B-VP O
somewhere RB O O
else RB O O
, , O O
Therefore NNP O O
, , O O
substitutions NNS O O
, , O O
more RBR O O
than IN O O
moves NNS O O
or CC O O
insertions NNS O O
or CC O O
deletions NNS O O
, , O O
represent VBP B-VP O
grave VBP O O
cases NNS O O
of IN B-PP O
word NN O O
order NN O O
anomalies NNS O O
. . O O

Extraction NN B-NP B-TERM
Pattem NNP I-NP I-TERM
Library NNP I-NP I-TERM
-which NNP I-NP O
contains VBZ B-VP B-DEF
the DT B-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
extraction NN B-NP I-DEF
patterns NNS I-NP I-DEF
learned VBD B-VP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
lab NN I-NP I-DEF
, , O I-DEF
one CD B-NP I-DEF
set NN I-NP I-DEF
per IN B-PP I-DEF
scenario NN B-NP I-DEF
template NN I-NP I-DEF
-to -NONE- O I-DEF
extract NN B-VP I-DEF
specific NN B-NP I-DEF
types NNS I-NP I-DEF
of IN B-PP I-DEF
information NN B-NP I-DEF
from IN B-PP I-DEF
the DT O I-DEF
input NN O I-DEF
Korean NNP O I-DEF
documents NNS O I-DEF
, , O I-DEF
once RB B-VP I-DEF
parsed VBD I-VP I-DEF
. . O O

Starting VBG B-PP O
with IN I-PP O
C NNP B-NP O
, , O O
EVIUS NNP B-NP B-TERM
reduces NNS B-VP B-DEF
set VBD I-VP I-DEF
bf NN B-PP O
unlearned VBN B-NP O
concepts NNS I-NP O
iteratively RB O O
by IN B-PP O
selecting NN B-VP O
subset NN B-NP O
P NNP I-NP O
C/g NNP I-NP O
formed VBD B-VP O
by IN B-PP O
the DT B-NP O
primitive JJ I-NP O
concepts NNS I-NP O
in/.4 -NONE- B-PP O
and CC O O
learning VBG B-VP O
a DT B-NP O
rule NN I-NP O
set NN B-VP O
for IN B-PP O
each DT B-NP O
c NN I-NP O
E NNP I-NP O
P NNP I-NP O
4 CD I-NP O
For NNP B-PP O
instance NN B-NP O
, , O O
the DT B-NP O
single JJ I-NP O
colour NN I-NP O
scenario NN I-NP O
5 CD I-NP O
in IN B-PP O
fig3With NNP O O
EuroWordNet NNP O O
( NNP O O
http NN O O
: : O O
//www.hum.uva.nl/-ewn/ JJ O O
) NN O O
synsets NNS O O
. . O O

Within NNP B-PP O
each DT B-NP O
of IN B-PP O
these DT B-NP O
types NNS I-NP O
, , O O
there EX B-NP O
are VBP B-VP O
a DT B-NP O
number NN I-NP O
of IN B-PP O
conceptual JJ B-NP B-TERM
primitives NNS I-NP I-TERM
of IN B-PP O
that DT B-NP O
type NN I-NP O
, , O O
which WDT B-NP O
are VBP B-VP O
the DT B-NP B-DEF
basic JJ I-NP I-DEF
building NN I-NP I-DEF
blocks NNS I-NP I-DEF
of IN B-PP I-DEF
LCS NNP B-NP I-DEF
structures NNS I-NP I-DEF
. . O O

At- NN B-NP B-TERM
tribute NN I-NP I-TERM
Evaluation NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
process NN I-NP I-DEF
of IN B-PP I-DEF
computing NN B-VP I-DEF
values NNS B-NP I-DEF
for IN B-PP I-DEF
every DT B-NP I-DEF
attribute NN I-NP I-DEF
instance NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
tree NN I-NP I-DEF
according VBG B-VP I-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
semantic JJ I-NP I-DEF
rules NNS I-NP I-DEF
defined VBN B-VP I-DEF
for IN B-PP I-DEF
each DT B-NP I-DEF
production NN I-NP I-DEF
. . O O

In IN B-PP O
the DT B-NP O
transcription NN I-NP O
, , O O
an DT B-NP O
utterance NN I-NP B-TERM
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
a DT B-NP B-DEF
continuous JJ I-NP I-DEF
speech NN I-NP I-DEF
region NN I-NP I-DEF
delimited VBD B-VP I-DEF
by IN B-PP I-DEF
pauses NNS B-NP I-DEF
of IN B-PP I-DEF
400 CD B-NP I-DEF
msec NN I-NP I-DEF
or CC O I-DEF
longer JJR O I-DEF
. . O O

which WDT B-NP O
makes VBZ B-VP O
the DT B-NP O
crucial JJ I-NP O
distinction NN I-NP O
between IN B-PP O
nucleus NN B-NP B-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
the DT B-NP B-DEF
most RBS I-NP I-DEF
important JJ I-NP I-DEF
part NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
message NN I-NP I-DEF
, , O O
and CC O O
satellite VB B-NP B-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
the DT B-NP B-DEF
peripheral JJ I-NP I-DEF
part NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
message NN O I-DEF
. . O O

concession NN B-NP O
approve VBP B-VP O
( : B-NP O
fda NN I-NP O
, , O O
elixir-plus JJ B-NP O
) NN I-NP O
cause NN I-NP O
NUCL~ NN I-NP O
S~LITE JJ I-NP O
ban NN I-NP O
( : I-NP O
fda NN I-NP O
, , O O
elixir NN B-NP O
) : O O
contain NN B-VP O
( : B-NP O
elixir NN I-NP O
, , O O
gestodene NN B-NP O
) : I-NP O
Figure NNP I-NP O
2 CD I-NP O
: : O O
Rhetorical JJ B-NP O
structure NN I-NP O
The DT I-NP O
text NN I-NP O
planner NN I-NP O
has VBZ B-VP O
been VBN I-VP O
developed VBN I-VP O
within IN B-PP O
ICONOCLAST NNP B-NP B-TERM
, , O O
a DT O B-DEF
project NN O I-DEF
which WDT O I-DEF
investigates VBZ B-VP I-DEF
applications NNS O I-DEF
of IN B-PP I-DEF
constraint-based JJ O I-DEF
reasoning NN O I-DEF
in IN B-PP I-DEF
Natural NNP O I-DEF
Language NNP O I-DEF
Generation NNP O I-DEF
using VBG B-VP I-DEF
as IN B-PP I-DEF
subjectmatter NN O I-DEF
the DT O I-DEF
domain NN O I-DEF
of IN B-PP I-DEF
medical JJ O I-DEF
information NN O I-DEF
leaflets NNS O I-DEF
. . O O

( NN B-NP O
7 CD I-NP O
) CD I-NP O
cEClass NNP I-NP B-TERM
H NNP I-NP I-TERM
( NNP I-NP I-TERM
C NNP I-NP O
[ NNP O O
F=v NNP B-NP O
] NNP O B-TERM
) NNP B-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
class NN I-NP I-DEF
entropy NN I-NP I-DEF
computed VBD B-VP I-DEF
over IN B-PP I-DEF
the DT B-NP I-DEF
subset NN I-NP I-DEF
of IN B-PP I-DEF
instances NNS B-NP I-DEF
that WDT I-NP I-DEF
have VBP B-VP I-DEF
v VBP O I-DEF
as IN B-PP I-DEF
value NN B-NP I-DEF
for IN B-PP I-DEF
Fi NNP B-NP I-DEF
. . O O

Our PRP$ B-NP O
device NN I-NP O
for IN B-PP O
this DT B-NP O
is VBZ B-VP O
a DT B-NP O
construction NN I-NP B-TERM
SYNC NNP B-PP I-TERM
which WDT B-NP O
pairs NNS I-NP B-DEF
a DT I-NP I-DEF
description NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
gesture NN I-NP I-DEF
G NNP I-NP I-DEF
with IN B-PP I-DEF
the DT B-NP I-DEF
syntactic JJ I-NP I-DEF
structure NN I-NP I-DEF
of IN B-PP I-DEF
a DT O I-DEF
spoken NN O I-DEF
constituent NN O I-DEF
c NN O I-DEF
: : O O
SYNC NNP O O
( : O O
2 CD O O
) CD O O
G NNP O O
C NNP O O
The NNP O O
temporal JJ O O
interpretation NN O O
of IN B-PP O
( NNP O O
2 CD O O
) CD O O
mirrors NNS B-VP O
the DT O O
rules NNS O O
for IN B-PP O
surface NN O O
synchrony NN O O
between IN B-PP O
speech NN O O
and CC O O
gesture NN O O
presented VBD B-VP O
in IN B-PP O
( CD O O
Cassell NNP O O
et NN O O
al. NNP O O
, , O O
1994 CD O O
) : O O
. . O O

scription NN B-NP O
as IN B-PP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
constraints NNS B-NP O
-each JJ I-NP O
constraint NN I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-DEF
atomic JJ I-NP I-DEF
formula NN I-NP I-DEF
with IN B-PP I-DEF
free JJ B-NP I-DEF
variables NNS I-NP I-DEF
that WDT I-NP I-DEF
specifies NNS B-VP I-DEF
the DT B-NP I-DEF
requirement NN I-NP I-DEF
that IN B-PP I-DEF
some DT B-NP I-DEF
lexical JJ I-NP I-DEF
meaning NN I-NP I-DEF
contributes NNS B-VP I-DEF
to TO B-PP I-DEF
the DT O I-DEF
description NN O I-DEF
; : O O
the DT O O
variables NNS O B-TERM
are VBP B-VP O
placeholders NNS O B-DEF
for IN B-PP I-DEF
the DT O I-DEF
discourse NN O I-DEF
entities NNS O I-DEF
that WDT B-PP I-DEF
the DT O I-DEF
description NN O I-DEF
identifies NNS B-VP I-DEF
. . O O

The DT B-NP O
passive JJ I-NP B-TERM
vocabulary NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
large JJ I-NP I-DEF
dictionary NN I-NP I-DEF
containing VBG B-VP I-DEF
over IN B-PP I-DEF
380 CD B-NP I-DEF
,000 -NONE- I-NP I-DEF
word NN I-NP I-DEF
forms NNS I-NP I-DEF
. . O O

ALLiS NNP B-NP B-TERM
( : I-NP I-TERM
Architecture NNP I-NP I-TERM
for IN B-PP I-TERM
Learning NNP B-VP I-TERM
Linguistic NNP B-NP I-TERM
Structure NNP I-NP I-TERM
) NNP I-NP I-TERM
( NNP I-NP O
D6jean NNP I-NP O
, , O O
2000a CD B-NP O
) : I-NP O
, , O O
( : B-NP O
D6jean NNP I-NP O
, , O O
2000b CD B-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
symbolic JJ I-NP I-DEF
machine NN I-NP I-DEF
learning NN I-NP I-DEF
system NN I-NP I-DEF
. . O O

The DT B-NP O
user's JJ I-NP B-TERM
query NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
formal JJ I-NP I-DEF
statement NN I-NP I-DEF
of IN B-PP I-DEF
user NN B-NP I-DEF
's POS I-NP I-DEF
information NN I-NP I-DEF
need VBP I-NP I-DEF
. . O O

The DT B-NP O
Dialog NNP I-NP B-TERM
Manager NNP I-NP I-TERM
can MD B-VP O
be VB I-VP O
broadly RB I-VP O
classified VBN I-VP O
into IN B-PP O
two CD B-NP O
main JJ I-NP O
modules NNS I-NP O
: : O O
Content NNP B-NP B-DEF
Selection NNP I-NP I-DEF
and CC O I-DEF
Content NNP B-NP I-DEF
Realization NNP I-NP I-DEF
. . O O

IG-Tree JJ B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
compressed VBN I-NP I-DEF
representation NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
training NN I-NP I-DEF
set VBD I-NP I-DEF
that IN I-NP I-DEF
can MD B-VP I-DEF
be VB I-VP I-DEF
processed VBN I-VP I-DEF
quickly RB O I-DEF
in IN B-PP I-DEF
classification NN B-NP I-DEF
process NN I-NP I-DEF
. . O O

For IN B-PP O
each DT B-NP O
question NN I-NP O
k NN B-VP O
we PRP B-NP O
obtained VBD B-VP O
three CD B-NP O
sets NNS I-NP O
VKm NNP B-PP O
.k NNP B-NP O
, , O O
VKXS NNP B-NP O
, , O O
k NN B-NP O
and CC I-NP O
VKCS NNP I-NP O
, , O O
k NN B-NP O
of IN B-PP O
( NNP B-NP O
pos NNS I-NP O
, , O O
assessment NN B-NP O
) : I-NP O
pairs NNS I-NP O
corresponding VBG O O
to TO B-PP O
the DT O O
three CD O O
search NN O O
methods NNS O O
, , O O
where WRB O O
pos NNS O B-TERM
is VBZ B-VP O
the DT O B-DEF
position NN O I-DEF
• : O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
document NN O I-DEF
in IN B-PP I-DEF
the DT O I-DEF
ordered VBN O I-DEF
list NN O I-DEF
returned VBN B-VP I-DEF
by IN B-PP I-DEF
the DT O I-DEF
search NN O I-DEF
method NN O I-DEF
, , O O
and CC O O
assessment NN O B-TERM
is VBZ B-VP O
the DT O B-DEF
assessment NN O I-DEF
of IN B-PP I-DEF
one CD O I-DEF
participant JJ O I-DEF
. . O O

166 CD B-NP O
words NNS I-NP O
in IN B-PP O
a DT B-NP O
sentence NN I-NP O
, , O O
and CC O O
posi_v NNP B-NP B-TERM
represents NNS B-VP O
the DT B-NP B-DEF
region NN I-NP I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
