-DOCSTART- -X- -X- O
mixture NN I-PP O
. . O O

The DT B-NP O
Kattegat NP I-NP B-TERM
( ( I-NP O
Danish JJ I-NP O
) ) I-NP O
, , O O
or CC O O
Kattegatt NP B-NP O
( ( O O
Swedish NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
sea NN B-NP B-HYPER
area NN I-NP I-HYPER
bounded VVN B-VP O
by IN B-PP O
Jutland NP I-PP O
( ( O O
Denmark NP B-NP O
) ) O O
, , O O
and CC O O
Scania NP B-NP O
, , I-NP O
Halland NP I-NP O
and CC I-NP O
BohuslÃ¤n NP I-NP O
( ( O O
Sweden NP B-NP O
) ) O O
. . O O

A DT B-NP O
Kayak NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
small JJ I-NP I-GENUS
JJ ADJP O I-GENUS
boat NN B-NP B-HYPER
. . O O

Kazaa NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
peer-to-peer NN I-NP I-GENUS
file NN B-NP B-HYPER
sharing NN I-NP I-HYPER
application NN I-NP I-HYPER
using VVG B-VP O
the DT B-NP O
FastTrack NP I-NP O
protocol NN I-NP O
and CC O O
is VBZ B-VP O
owned VVN I-VP O
by IN B-PP O
Sharman NP I-PP O
Networks NPS I-PP O
. . O O

The DT B-NP O
Keeshond NP I-NP B-TERM
( ( O O
/ˈkeɪz.hɒnd/ NP B-NP O
or CC I-NP O
KAYZ-hond NP I-NP O
; : O O
plural NN B-NP O
: : O O
Keeshonden NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
dog NN B-NP B-HYPER
with IN B-PP O
a DT I-PP O
plush JJ I-PP O
two-layer NN I-PP O
coat NN I-PP O
of IN I-PP O
silver NN I-PP O
and CC O O
black JJ B-NP O
fur NN I-NP O
with IN B-PP O
a DT I-PP O
ruff NN I-PP O
and CC O O
a DT B-NP O
curled VVD B-VP O
tail NN B-NP O
, , O O
originating VVG B-VP O
in IN B-PP O
Germany NP I-PP O
. . O O

The DT B-NP O
Kelvin NP I-NP B-TERM
( ( O O
symbol NN B-NP O
: : O O
K NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
unit NN B-NP B-HYPER
increment NN I-NP I-HYPER
of IN B-PP I-HYPER
temperature NN B-NP I-HYPER
and CC B-VP O
is VBZ I-VP O
one CD B-NP O
of IN B-PP O
the DT I-PP O
seven CD I-PP O
SI NP I-PP O
base NN I-PP O
units NNS I-PP O
. . O O

A DT B-NP O
Kenning NP I-NP B-TERM
( ( O O
Old NP B-NP O
Norse JJ I-NP O
kenning NN I-NP O
, , O O
Modern NP B-NP O
Icelandic JJ I-NP O
pronunciation NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
circumlocution NN B-NP B-HYPER
used VVN B-VP O
RB ADVP O O
of IN B-PP O
an DT I-PP O
ordinary JJ I-PP O
noun NN I-PP O
in IN I-PP O
Old JJ I-PP O
JJ ADJP O O
CC ADJP O O
later RBR B-NP O
Icelandic JJ I-NP O
poetry NN I-NP O
. . O O

Introduced VVN B-VP O
in IN B-PP O
1990 CD I-PP O
, , O O
Keykode NP B-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
Eastman NP B-NP B-HYPER
Kodak NP I-NP I-HYPER
Company NP I-NP I-HYPER
advancement NN B-NP O
on IN B-PP O
edge NN I-PP O
numbers NNS I-PP O
, , O O
which WDT B-NP O
are VBP B-VP O
letters NNS B-NP O
, , O O
numbers NNS B-NP O
and CC O O
symbols NNS B-NP O
placed VVN B-VP O
at IN B-PP O
regular JJ I-PP O
intervals NNS I-PP O
along IN I-PP O
the DT I-PP O
edge NN I-PP O
of IN I-PP O
35 CD I-PP O
mm NNS I-PP O
and CC O O
16 CD B-NP O
mm NP I-NP O
film NN I-NP O
to TO B-VP O
allow VV I-VP O
for IN B-PP O
frame-by-frame JJ I-PP O
specific JJ I-PP O
identification NN I-PP O
. . O O

A DT B-NP O
Keyword NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
word NN B-NP B-HYPER
or CC B-NP O
concept NN B-NP B-HYPER
with IN B-PP O
special JJ I-PP O
significance NN I-PP O
, , O O
in IN B-PP O
JJ ADJP O O
any DT B-NP O
word NN I-NP O
used VVN B-VP O
as IN B-PP O
the DT I-PP O
key NN I-PP O
to TO I-PP O
a DT I-PP O
code NN I-PP O
or CC O O
used VVN B-VP O
in IN B-PP O
a DT I-PP O
reference NN I-PP O
work NN I-PP O
to TO B-VP O
link VV I-VP O
to TO B-PP O
other JJ I-PP O
words NNS I-PP O
or CC O O
other JJ B-NP O
information NN I-NP O
. . O O

The DT I-NP O
Khazars NP I-NP B-TERM
were VBD B-VP O
a DT B-NP B-GENUS
semi-nomadic JJ I-NP I-GENUS
Turkic NP I-NP I-GENUS
people NNS B-NP B-HYPER
who WP B-NP O
dominated VVD B-VP O
the DT B-NP O
Pontic JJ I-NP O
steppe NN I-NP O
and CC O O
the DT B-NP O
North NP I-NP O
Caucasus NP I-NP O
from IN B-PP O
the DT I-PP O
7th JJ I-PP O
to TO I-PP O
the DT I-PP O
10th JJ I-PP O
century NN I-PP O
CE NP B-NP O
. . O O

In IN B-PP O
computer NN I-PP O
performance NN I-PP O
testing NN I-PP O
, , O O
Khornerstone NP B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
benchmark NN B-NP B-HYPER
from IN B-PP O
Workstation NP I-PP O
Labs NP I-PP O
used VVD B-VP O
in IN B-PP O
various JJ I-PP O
periodicals NNS I-PP O
. . O O

In IN I-PP O
martial JJ I-PP O
arts NNS I-PP O
, , O O
combat NN B-NP O
sports NNS I-NP O
or CC O O
violence NN B-NP O
, , O O
a DT B-NP O
Kick NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
strike NN B-NP B-HYPER
using VVG B-VP O
the DT B-NP O
foot NN I-NP O
, , I-NP O
leg NN I-NP O
, , I-NP O
or CC I-NP O
knee NN I-NP O
( ( O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
a DT I-PP O
knee NN I-PP O
strike NN I-PP O
) ) O O
. . O O

A DT B-NP O
Kilobyte NP I-NP B-TERM
( ( O O
derived VVN B-VP O
from IN B-PP O
the DT I-PP O
SI NP I-PP O
prefix NN I-PP O
kilo- NN I-PP O
, , O O
meaning VVG B-VP O
1,000 CD B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
unit NN B-NP B-HYPER
of IN B-PP I-HYPER
information NN I-PP I-HYPER
or CC B-NP O
computer NN I-NP O
storage NN I-NP O
JJ ADJP O O
to TO B-PP O
either RB I-PP O
1,024 CD I-PP O
bytes NNS I-PP O
( ( O O
2 CD B-NP O
10 CD I-NP O
) ) O O
or CC O O
1,000 CD B-NP O
bytes NNS I-NP O
( ( O O
10 CD B-NP O
3 CD I-NP O
) ) O O
, , O O
depending VVG B-VP O
on IN B-PP O
context NN I-PP O
. . O O

The DT B-NP O
Kilogram NN I-NP B-TERM
or CC I-NP O
kilogramme NN I-NP O
( ( O O
symbol NN B-NP O
: : O O
kg NN B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
base JJ I-NP I-GENUS
unit NN B-NP B-HYPER
of IN B-PP I-HYPER
mass NN B-NP I-HYPER
in IN B-PP O
the DT I-PP O
International NP I-PP O
System NP I-PP O
of IN I-PP O
Units NP I-PP O
( ( O O
known VVN B-VP O
RB ADVP O O
by IN B-PP O
its PP$ I-PP O
French-language NN I-PP O
initials NNS I-PP O
SI) NN B-NP O
) ) O O
. . O O

The DT B-NP O
Kilt NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
garment NN B-NP B-HYPER
of IN B-PP O
Scotland NP I-PP O
and CC O O
, , O O
RBR ADVP O O
RB ADVP O O
, , O O
Celtic JJ B-NP O
( ( I-NP O
JJR ADJP O O
specifically RB B-NP O
Gaelic JJ I-NP O
) ) I-NP O
culture NN I-NP O
typically RB B-VP O
worn VVN I-VP O
by IN B-PP O
men NNS I-PP O
. . O O

In IN I-PP O
the DT I-PP O
Mediterranean NP I-PP O
Basin NP I-PP O
and CC O O
the DT B-NP O
Near NP I-NP O
East NP I-NP O
, , O O
a DT B-NP O
Kiosk NP I-NP B-TERM
( ( O O
Persian NP B-NP O
کوشک NP I-NP O
Kushk NP I-NP O
; : O O
Arabic NP B-NP O
كشك NP I-NP O
Koshk NP I-NP O
; : O O
Turkish JJ B-NP O
köşk NP I-NP O
; : O O
French NP B-NP O
Kiosque NP I-NP O
; : O O
German NP B-NP O
Kiosk NP I-NP O
; : O O
Polish NP B-NP O
Kiosk NP I-NP O
; : O O
Portuguese NP B-NP O
Quiosque NP I-NP O
; : O O
Romanian JJ B-NP O
chioşc NP I-NP O
; : O O
and CC O O
Spanish NP B-NP O
Quiosco NP I-NP O
or CC I-NP O
kiosco NP I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
small JJ I-NP I-GENUS
, , O I-GENUS
JJ ADJP O I-GENUS
garden NN B-NP B-HYPER
pavilion NN I-NP I-HYPER
JJ ADJP O O
on IN B-PP O
some DT I-PP O
or CC I-PP O
all DT I-PP O
sides NNS I-PP O
. . O O

A DT B-NP O
Kipper NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
whole NN I-NP I-GENUS
herring NN B-NP B-HYPER
that WDT B-NP O
has VHZ B-VP O
been VBN I-VP O
split VVN I-VP O
from IN B-PP O
tail NN I-PP O
to TO I-PP O
head NN I-PP O
, , O O
gutted VVD B-VP O
, , O O
salted VVD B-VP O
, , O O
and CC O O
cold NN B-NP O
smoked VVD B-VP O
. . O O

The DT B-NP O
Kipsigis NP I-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
pastoralist NN I-NP I-GENUS
ethnic JJ B-NP B-HYPER
group NN I-NP I-HYPER
in IN B-PP O
Kenya NP I-PP O
, , O O
speaking VVG B-VP O
the DT B-NP O
Kipsigis NP I-NP O
language NN I-NP O
. SENT O O
RB ADVP O O
the DT B-NP O
community NN I-NP O
practises VVZ B-VP O
farming NN B-NP O
and CC O O
they PP B-NP O
are VBP B-VP O
famously RB I-VP O
known VVN I-VP O
for IN B-PP O
growing VVG B-VP O
Kenyan JJ B-NP O
" `` I-NP O
green JJ I-NP O
gold NN I-NP O
" '' O O
- : O O
tea NN B-NP O
. . O O

A DT I-NP O
Kistvaen NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
stone NN B-NP B-HYPER
coffin NN I-NP I-HYPER
, , O O
RB ADVP O O
JJ ADJP O O
, , O O
derived VVN B-VP O
from IN B-PP O
the DT I-PP O
Celtic JJ I-PP O
cist NN I-PP O
( ( O O
chest NN B-NP O
) ) O O
and CC O O
maen NP B-NP O
( ( O O
stone NN B-NP O
) ) O O
. . O O

The DT B-NP O
Kitáb-i-Aqdas- NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
central NN I-NP I-GENUS
book NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Bahá'í NP I-PP O
Faith NP I-PP O
written VVN B-VP O
by IN B-PP O
Bahá'u'lláh NP I-PP O
, , O O
the DT B-NP O
founder NN I-NP O
of IN B-PP O
the DT I-PP O
religion NN I-PP O
. . O O

A DT B-NP O
Kiwi NP I-NP B-TERM
is VBZ B-VP O
any DT B-NP O
of IN B-PP O
the DT I-PP O
species NN I-PP O
of IN I-PP O
JJ ADJP O B-GENUS
birds NNS B-NP B-HYPER
endemic NN B-NP O
to TO B-PP O
New NP I-PP O
Zealand NP I-PP O
of IN I-PP O
the DT I-PP O
genus NN I-PP O
Apteryx NP I-PP O
( ( O O
the DT B-NP O
only JJ I-NP O
genus NN I-NP O
in IN B-PP O
family NN I-PP O
Apterygidae NNS I-PP O
) ) O O
. . O O

The DT B-NP O
Kiwifruit NP I-NP B-TERM
( ( O O
or CC O O
kiwi NN B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
JJ ADJP O I-GENUS
berry NN B-NP B-HYPER
of IN B-PP O
a DT I-PP O
cultivar NN I-PP O
group NN I-PP O
of IN I-PP O
the DT I-PP O
woody JJ I-PP O
vine NN I-PP O
Actinidia NP I-PP O
deliciosa NP I-PP O
and CC I-PP O
hybrids NNS I-PP O
between IN I-PP O
this DT I-PP O
and CC I-PP O
other JJ I-PP O
species NNS I-PP O
in IN I-PP O
the DT I-PP O
genus NN I-PP O
Actinidia NP B-NP O
. . O O

The DT I-NP O
Klamath NP I-NP B-TERM
are VBP B-VP O
a DT B-NP B-GENUS
Native NP I-NP I-GENUS
American NP I-NP I-GENUS
tribe NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
Plateau NP I-PP O
culture NN I-PP O
area NN I-PP O
in IN I-PP O
Southern NP I-PP O
Oregon NP I-PP O
. . O O

A DT B-NP O
Kludge NP I-NP B-TERM
( ( O O
or CC O O
, , O O
RB ADVP O O
, , O O
kluge NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
or CC O I-GENUS
inelegant JJ B-NP I-GENUS
solution NN B-NP B-HYPER
to TO B-PP O
a DT I-PP O
problem NN I-PP O
or CC I-PP O
difficulty NN I-PP O
. . O O

Knitting NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
method NN B-NP B-HYPER
by IN B-PP O
which WDT I-PP O
thread NN B-NP O
or CC I-NP O
yarn NN I-NP O
may MD B-VP O
be VB I-VP O
turned VVN I-VP O
into IN B-PP O
cloth NN I-PP O
. . O O

A DT B-NP O
Knockout NP I-NP B-TERM
( ( O O
also RB B-VP O
referred VVN I-VP O
to TO B-PP O
as IN I-PP O
a DT I-PP O
K. NP I-PP O
O. NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
winning JJ B-NP B-HYPER
criterion NN I-NP I-HYPER
in IN B-PP O
several JJ I-PP O
full-contact NN I-PP O
combat NN I-PP O
sports NNS I-PP O
, , O O
JJ ADJP O O
as IN B-PP O
boxing NN I-PP O
, , O O
kickboxing NN B-NP O
, , O O
Muay NP B-NP O
Thai NP I-NP O
, , O O
JJ ADJP O O
martial JJ B-NP O
arts NNS I-NP O
and CC O O
others NNS B-NP O
sports NNS I-NP O
involving VVG B-VP O
striking JJ B-NP O
. . O O

A DT I-NP O
Knot NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
method NN B-NP B-HYPER
for IN B-PP O
fastening VVG B-VP O
or CC I-VP O
securing VVG I-VP O
linear JJ B-NP O
material NN I-NP O
JJ ADJP O O
as IN B-PP O
rope NN I-PP O
by IN I-PP O
tying VVG B-VP O
or CC I-VP O
interweaving VVG I-VP O
. . O O

A DT B-NP O
Knout NP I-NP B-TERM
( ( O O
/ˈnaʊt/ NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
heavy NN I-NP I-GENUS
scourge-like JJ I-NP I-GENUS
multiple JJ I-NP I-GENUS
whip NN B-NP B-HYPER
, , O O
RB ADVP O O
made VVN B-VP O
of IN B-PP O
a DT I-PP O
bunch NN I-PP O
of IN I-PP O
rawhide NN I-PP O
thongs NNS I-PP O
attached VVN B-VP O
to TO B-PP O
a DT I-PP O
RB ADJP O O
handle VV B-VP O
, , O O
RB ADVP O O
with IN B-PP O
metal NN I-PP O
wire NN I-PP O
or CC O O
hooks VVZ B-VP O
incorporated VVN I-VP O
. . O O

A DT B-NP O
Knowbot NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
kind NN I-NP O
of IN B-PP O
bot NN B-NP B-HYPER
that WDT B-NP O
collects VVZ B-VP O
information NN B-NP O
by IN B-PP O
automatically RB I-PP O
gathering VVG B-VP O
certain JJ B-NP O
specified JJ I-NP O
information NN I-NP O
from IN B-PP O
web NN I-PP O
sites NNS I-PP O
. . O O

The DT B-NP O
Koala NP I-NP B-TERM
( ( O O
Phascolarctos NP B-NP O
cinereus NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
thickset JJ I-NP I-GENUS
JJ ADJP O I-GENUS
marsupial NN B-NP B-HYPER
herbivore NN I-NP I-HYPER
native NN B-NP O
to TO B-PP O
Australia NP I-PP O
, , O O
and CC O O
the DT B-NP O
only JJ I-NP O
extant JJ I-NP O
representative NN I-NP O
of IN B-PP O
the DT I-PP O
family NN I-PP O
Phascolarctidae NP B-NP O
. . O O

The DT I-NP O
Komondor NP I-NP B-TERM
( ( O O
lat NN B-NP O
. SENT O O
Canis NP B-NP O
familiaris NP I-NP O
pastorialis NN I-NP O
villosus NN I-NP O
hungaricus NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
livestock NN I-NP I-GENUS
guardian NN I-NP I-GENUS
dog NN B-NP B-HYPER
breed NN I-NP I-HYPER
RB ADVP O O
from IN B-PP O
Hungary NP I-PP O
. . O O

The DT B-NP O
Kora NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
21-string NN I-NP I-GENUS
harp-lute NN B-NP B-HYPER
used VVN B-VP O
RB ADVP O O
by IN B-PP O
peoples NNS I-PP O
in IN I-PP O
West NP I-PP O
Africa NP I-PP O
. . O O

Kraftwerk NN B-NP B-TERM
, , O O
released VVN B-VP O
in IN B-PP O
1970 CD I-PP O
, , O O
and CC O O
Kraftwerk NP B-NP O
2 CD I-NP O
, , O O
released VVN B-VP O
in IN B-PP O
1972 CD I-PP O
, , O O
were VBD B-VP O
mostly RB B-NP B-GENUS
exploratory JJ I-NP I-GENUS
jam NN B-NP B-HYPER
music NN I-NP I-HYPER
, , O O
played VVN B-VP O
on IN B-PP O
a DT I-PP O
variety NN I-PP O
of IN I-PP O
traditional JJ I-PP O
instruments NNS I-PP O
including VVG B-VP O
guitar NN B-NP O
, , O O
bass NN B-NP O
, , I-NP O
drums NNS I-NP O
, , I-NP O
electric JJ I-NP O
organ NN I-NP O
, , I-NP O
flute NN I-NP O
and CC I-NP O
violin NN I-NP O
. . O O

In IN I-PP O
Polish NP I-PP O
, , O O
Kraków NP B-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
JJ ADJP O I-GENUS
possessive JJ B-NP B-HYPER
form NN I-NP I-HYPER
of IN B-PP O
Krak NP I-PP O
and CC O O
RB ADVP O O
means VVZ B-VP O
" `` O O
Krak NP B-NP O
's POS I-NP O
( ( I-NP O
town NN I-NP O
) ) O O
" '' B-NP O
. . O O

A DT B-NP O
Krugerrand NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
South JJ I-NP I-GENUS
African JJ I-NP I-GENUS
gold NN I-NP I-GENUS
coin NN B-NP B-HYPER
, , O O
RB ADVP O O
minted VVN B-VP O
in IN B-PP O
1967 CD I-PP O
in IN I-PP O
order NN I-PP O
to TO B-VP O
help VV I-VP O
market NN B-NP O
South JJ I-NP O
African JJ I-NP O
gold NN I-NP O
. . O O

The DT I-NP O
word NN I-NP O
Kryptonite NN I-NP B-TERM
is VBZ B-VP O
also RB I-VP O
used VVN I-VP O
in IN B-PP O
speech NN I-PP O
as IN I-PP O
a DT I-PP O
synonym NN B-NP O
for IN B-PP O
Achilles NP B-PP B-HYPER
' POS I-PP I-HYPER
heel NN B-NP I-HYPER
, , O O
the DT B-NP O
one CD I-NP O
weakness NN I-NP O
of IN B-PP O
an DT I-PP O
otherwise RB I-PP O
invulnerable JJ I-PP O
hero NN I-PP O
. . O O

The DT B-NP O
Kurfürstendamm NP I-NP B-TERM
, , O O
known VVN B-VP O
RB ADVP O O
as IN B-PP O
the DT I-PP O
Ku'damm NP I-PP O
, , O O
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-PP B-GENUS
most RBS I-PP I-GENUS
JJ ADJP O I-GENUS
avenues NNS B-NP B-HYPER
in IN B-PP O
Berlin NP I-PP O
, , B-PP O
Germany NP I-PP O
. . O O

Kutia NN B-NP B-TERM
is VBZ B-VP O
RB ADVP O O
the DT B-NP B-GENUS
first NN I-NP I-GENUS
dish NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
traditional JJ I-PP O
twelve-dish NN I-PP O
Christmas NP I-PP O
Eve NP I-PP O
supper NN I-PP O
( ( O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
Svyateh NP I-PP O
Vetchnyat NP I-PP O
) ) O O
. . O O

A DT B-NP O
Künstlerroman NP I-NP B-TERM
( ( O O
/ˈkʏnstlɐ.ʁoˌmaːn/ NN B-NP O
, , O O
German NP B-NP O
: : O O
" `` O O
artist NN B-NP O
's POS I-NP O
novel NN I-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP O
specific JJ I-NP O
sub-genre NN I-NP O
of IN B-PP O
Bildungsroman NP B-NP B-HYPER
; : O O
it PP B-NP O
is VBZ B-VP O
a DT B-NP O
novel NN I-NP O
about IN B-PP O
an DT I-PP O
artist NN I-PP O
's POS I-PP O
growth NN B-NP O
to TO B-PP O
maturity NN I-PP O
. . O O

A DT B-NP O
Kōan NP I-NP B-TERM
( ( O O
/ˈkoʊ.ɑːn/ NP B-NP O
; : O O
Japanese NP B-NP O
: : O O
kōan NN B-NP O
, , O O
Chinese NP B-NP O
: : O O
公案 JJ B-NP O
n NN I-NP O
, , O O
Korean NP B-NP O
: : O O
JJ ADJP O O
, ADJP O O
JJ ADJP O O
: : O O
công-án NN B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
story NN B-NP B-HYPER
, , O O
dialogue NN B-NP B-HYPER
, , O O
question NN B-NP B-HYPER
, , O O
or CC O O
statement NN B-NP B-HYPER
in IN B-PP O
the DT I-PP O
history NN I-PP O
and CC I-PP O
lore NN I-PP O
of IN I-PP O
Chán NP I-PP O
( ( O O
Zen NP B-NP O
) ) O O
Buddhism NN B-NP O
, , O O
generally RB B-VP O
containing VVG I-VP O
aspects NNS B-NP O
that WDT I-NP O
are VBP B-VP O
JJ ADJP O O
to TO B-PP O
rational JJ I-PP O
understanding NN I-PP O
, , O O
RB ADVP O O
may MD B-VP O
be VB I-VP O
JJ ADJP O O
to TO B-PP O
intuition NN I-PP O
. . O O

In IN B-PP O
Greek JJ I-PP O
mythology NN I-PP O
, , O O
the DT B-NP O
Labyrinth NP I-NP B-TERM
( ( I-NP O
Greek JJ I-NP O
λαβύρινθος NN I-NP O
; : O O
labyrinthos NNS B-NP O
) ) O O
was VBD B-VP O
an DT B-NP B-GENUS
JJ ADJP O I-GENUS
structure NN B-NP B-HYPER
designed VVN B-VP O
and CC O O
built VVN B-VP O
by IN B-PP O
the DT I-PP O
legendary JJ I-PP O
artificer NN I-PP O
Daedalus NN I-PP O
for IN I-PP O
King NP I-PP O
Minos NP I-PP O
of IN I-PP O
Crete NP I-PP O
at IN I-PP O
Knossos NP I-PP O
. . O O

Laconia NN B-NP B-TERM
( ( O O
Λακωνία NN B-NP O
) ) O O
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
Lacedaemonia NP I-PP O
, , O O
is VBZ B-VP O
a DT B-NP B-GENUS
prefecture NN B-NP B-HYPER
in IN B-PP O
Greece NP I-PP O
. . O O

A DT B-NP O
Lake NP I-NP B-TERM
( ( O O
from IN B-PP O
Latin JJ I-PP O
lacus NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
terrain NN B-NP B-HYPER
feature NN I-NP I-HYPER
( ( B-NP O
or CC I-NP O
physical JJ I-NP O
feature NN I-NP O
) ) O O
that WDT B-NP O
is VBZ B-VP O
an DT B-NP O
considerable JJ I-NP O
RB ADVP O O
body NN B-NP O
of IN B-PP O
water NN I-PP O
, , O O
RB ADVP O O
part NN B-NP O
of IN B-PP O
the DT I-PP O
ocean NN I-PP O
, , O O
that WDT B-NP O
is VBZ B-VP O
larger JJR B-NP O
and CC I-NP O
deeper JJR I-NP O
than IN B-PP O
a DT I-PP O
pond NN I-PP O
, , O O
and CC O O
may MD B-VP O
or CC O O
may MD B-VP O
not RB I-VP O
be VB I-VP O
moving VVG I-VP O
RB ADVP O O
, , O O
and CC O O
is VBZ B-VP O
localized VVN I-VP O
to TO B-PP O
the DT I-PP O
bottom NN I-PP O
of IN I-PP O
basin NN I-PP O
( ( O O
another DT B-NP O
type NN I-NP O
of IN B-PP O
landform NN I-PP O
or CC I-PP O
terrain NN I-PP O
feature)an NN I-PP O
is VBZ B-VP O
fed VVN I-VP O
by IN B-PP O
a DT I-PP O
river NN I-PP O
. . O O

LambdaMOO NN B-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
JJ ADJP O I-GENUS
community NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
variety NN I-PP O
called VVD B-VP O
a DT B-NP O
MOO NP I-NP O
. . O O

Landscape-assessment NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
sub-category NN I-NP O
of IN B-PP O
environmental JJ B-PP B-HYPER
assessment NN I-PP I-HYPER
( ( O I-HYPER
or CC O I-HYPER
EIA NP B-NP I-HYPER
) ) O I-HYPER
concerned VVN B-VP O
with IN B-PP O
quality NN I-PP O
assessment NN I-PP O
of IN I-PP O
the DT I-PP O
landscape NN I-PP O
. . O O

A DT B-NP O
Language NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
dynamic JJ I-NP I-GENUS
set NN I-NP I-GENUS
of IN B-PP I-GENUS
JJ ADJP O I-GENUS
, , O I-GENUS
JJ ADJP O I-GENUS
, , O I-GENUS
or CC B-NP I-GENUS
tactile JJ I-NP I-GENUS
symbols NNS B-NP B-HYPER
of IN B-PP O
communication NN I-PP O
and CC O O
the DT B-NP O
elements NNS I-NP O
used VVN B-VP O
to TO I-VP O
manipulate VV I-VP O
them PP B-NP O
. . O O

The DT I-NP O
Laurales NP I-NP B-TERM
are VBP B-VP O
an DT B-NP O
order NN I-NP O
of IN B-PP O
flowering VVG B-VP B-GENUS
plants NNS B-NP B-HYPER
. . O O

Law NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
system NN B-NP B-HYPER
of IN B-PP I-HYPER
rules NNS B-NP I-HYPER
of IN B-PP O
conduct NN I-PP O
established VVN B-VP O
by IN B-PP O
the DT I-PP O
sovereign JJ I-PP O
government NN I-PP O
of IN I-PP O
a DT I-PP O
society NN I-PP O
to TO B-VP O
correct VV I-VP O
wrongs NNS B-NP O
, , O O
maintain VVP B-VP O
stability NN B-NP O
, , O O
and CC O O
deliver VV B-VP O
justice NN B-NP O
. . O O

Lego NP B-NP O
, , I-NP O
officially RB I-NP O
trademarked VVN I-NP O
Lego NP I-NP B-TERM
, , O O
is VBZ B-VP O
a DT B-NP B-GENUS
line NN B-NP B-HYPER
of IN B-PP O
construction NN I-PP O
toys NNS B-NP O
manufactured VVN B-VP O
by IN B-PP O
the DT I-PP O
Lego NP I-PP O
Group NP I-PP O
, , O O
a DT B-NP O
privately RB I-NP O
held VVN I-NP O
company NN I-NP O
based VVN B-VP O
in IN B-PP O
Denmark NP I-PP O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Lemma NP I-NP B-TERM
( ( O O
plural JJ B-NP O
lemmata NNS I-NP O
or CC I-NP O
lemmas NNS I-NP O
; : O O
from IN B-PP O
the DT I-PP O
Greek JJ I-PP O
λήμμα NN I-PP O
, , O O
" `` O O
lemma NN B-NP O
" '' O O
meaning VVG B-VP O
" '' O O
anything NN B-NP O
which WDT I-NP O
is VBZ B-VP O
received VVN I-VP O
, , O O
such JJ B-NP O
as IN B-PP O
a DT I-PP O
gift NN I-PP O
, , O O
profit NN B-NP O
